成交时间,股票代码,股票简称,成交价格,成交量,成交额,大单性质,涨跌幅,涨跌额
2025-03-07 15:00:01,688235,百济神州,230.2,4000,92.08,买盘,-0.98%,-2.27
2025-03-07 15:00:01,688333,铂力特,90.0,30058,270.52,买盘,8.38%,7.54
2025-03-07 15:00:01,688300,联瑞新材,59.52,10599,63.09,买盘,-2.06%,-1.22
2025-03-07 15:00:01,688213,思特威,106.15,10000,106.15,买盘,-6.14%,-6.52
2025-03-07 15:00:01,605068,明新旭腾,14.54,79200,115.16,买盘,6.44%,0.94
2025-03-07 15:00:01,603081,大丰实业,14.85,70700,104.99,卖盘,3.41%,0.51
2025-03-07 15:00:01,688543,国科军工,56.17,9800,55.05,买盘,3.33%,1.87
2025-03-07 15:00:01,688543,国科军工,56.17,16400,92.12,买盘,3.33%,1.87
2025-03-07 15:00:01,688507,索辰科技,87.25,11372,99.22,卖盘,-8.20%,-7.15
2025-03-07 15:00:01,688047,龙芯中科,134.6,4200,56.53,卖盘,-3.17%,-4.26
2025-03-07 15:00:01,688295,中复神鹰,22.15,26476,58.64,买盘,0.32%,0.07
2025-03-07 15:00:01,600938,中国海油,24.9,120066,298.96,卖盘,0.20%,0.05
2025-03-07 15:00:01,688220,翱捷科技,99.0,11800,116.82,卖盘,-5.08%,-5.03
2025-03-07 15:00:01,688220,翱捷科技,99.0,13200,130.68,卖盘,-5.08%,-5.03
2025-03-07 15:00:01,688220,翱捷科技,99.0,9000,89.1,卖盘,-5.08%,-5.03
2025-03-07 15:00:01,688262,国芯科技,30.76,34368,105.72,卖盘,-4.03%,-1.24
2025-03-07 15:00:01,688262,国芯科技,30.76,62000,190.71,卖盘,-4.03%,-1.24
2025-03-07 15:00:01,688262,国芯科技,30.76,32600,100.28,买盘,-4.03%,-1.24
2025-03-07 15:00:01,688262,国芯科技,30.76,30000,92.28,买盘,-4.03%,-1.24
2025-03-07 15:00:01,600905,三峡能源,4.18,378501,158.21,卖盘,-0.48%,-0.02
2025-03-07 15:00:01,600905,三峡能源,4.18,362600,151.57,卖盘,-0.48%,-0.02
2025-03-07 15:00:01,605378,野马电池,26.79,41000,109.84,卖盘,-4.83%,-1.29
2025-03-07 15:00:01,688661,和林微纳,48.58,20391,99.06,卖盘,-3.86%,-1.87
2025-03-07 15:00:01,688186,广大特材,20.82,31800,66.21,卖盘,4.26%,0.89
2025-03-07 15:00:01,688186,广大特材,20.82,52468,109.24,买盘,4.26%,0.89
2025-03-07 15:00:01,688036,传音控股,103.58,16945,175.52,买盘,4.97%,5.14
2025-03-07 15:00:01,688036,传音控股,103.58,28893,299.27,买盘,4.97%,5.14
2025-03-07 15:00:01,688036,传音控股,103.58,9800,101.51,买盘,4.97%,5.14
2025-03-07 15:00:01,688036,传音控股,103.58,7200,74.58,买盘,4.97%,5.14
2025-03-07 15:00:01,688036,传音控股,103.58,8338,86.37,买盘,4.97%,5.14
2025-03-07 15:00:01,688036,传音控股,103.58,10703,110.86,买盘,4.97%,5.14
2025-03-07 15:00:01,688036,传音控股,103.58,10000,103.58,卖盘,4.97%,5.14
2025-03-07 15:00:01,688036,传音控股,103.58,24000,248.59,买盘,4.97%,5.14
2025-03-07 15:00:01,688188,柏楚电子,187.5,2800,52.5,卖盘,-1.61%,-3.01
2025-03-07 15:00:01,688418,震有科技,33.06,27800,91.91,卖盘,0.49%,0.16
2025-03-07 15:00:01,603160,汇顶科技,79.33,14800,117.41,卖盘,-1.76%,-1.4
2025-03-07 15:00:01,603160,汇顶科技,79.33,26700,211.81,卖盘,-1.76%,-1.4
2025-03-07 15:00:01,688800,瑞可达,51.4,14984,77.02,卖盘,-0.70%,-0.36
2025-03-07 15:00:01,688800,瑞可达,51.4,11200,57.57,卖盘,-0.70%,-0.36
2025-03-07 15:00:01,688393,安必平,40.23,13973,56.21,买盘,-4.74%,-1.91
2025-03-07 15:00:01,688488,艾迪药业,9.88,53600,52.96,卖盘,-3.14%,-0.31
2025-03-07 15:00:01,603901,永创智能,10.36,117500,121.73,买盘,1.17%,0.12
2025-03-07 15:00:01,603338,浙江鼎力,58.31,17900,104.37,卖盘,-0.80%,-0.47
2025-03-07 15:00:01,688111,金山办公,391.88,2200,86.21,卖盘,-1.56%,-6.11
2025-03-07 15:00:01,688111,金山办公,391.88,1825,71.52,买盘,-1.56%,-6.11
2025-03-07 15:00:01,688111,金山办公,391.88,3800,148.91,卖盘,-1.56%,-6.11
2025-03-07 15:00:01,688111,金山办公,391.88,2542,99.62,卖盘,-1.56%,-6.11
2025-03-07 15:00:01,688111,金山办公,391.88,3604,141.23,买盘,-1.56%,-6.11
2025-03-07 15:00:01,688111,金山办公,391.88,6348,248.77,买盘,-1.56%,-6.11
2025-03-07 15:00:01,688111,金山办公,391.88,2500,97.97,卖盘,-1.56%,-6.11
2025-03-07 15:00:01,688111,金山办公,391.88,2500,97.97,卖盘,-1.56%,-6.11
2025-03-07 15:00:01,688111,金山办公,391.88,2500,97.97,卖盘,-1.56%,-6.11
2025-03-07 15:00:01,688111,金山办公,391.88,2500,97.97,卖盘,-1.56%,-6.11
2025-03-07 15:00:01,688111,金山办公,391.88,2500,97.97,卖盘,-1.56%,-6.11
2025-03-07 15:00:01,688111,金山办公,391.88,2500,97.97,卖盘,-1.56%,-6.11
2025-03-07 15:00:01,688111,金山办公,391.88,2800,109.73,卖盘,-1.56%,-6.11
2025-03-07 15:00:01,688111,金山办公,391.88,1841,72.15,卖盘,-1.56%,-6.11
2025-03-07 15:00:01,688111,金山办公,391.88,1600,62.7,卖盘,-1.56%,-6.11
2025-03-07 15:00:01,688111,金山办公,391.88,2800,109.73,买盘,-1.56%,-6.11
2025-03-07 15:00:01,688111,金山办公,391.88,2155,84.45,买盘,-1.56%,-6.11
2025-03-07 15:00:01,688111,金山办公,391.88,3400,133.24,卖盘,-1.56%,-6.11
2025-03-07 15:00:01,688111,金山办公,391.88,5146,201.66,买盘,-1.56%,-6.11
2025-03-07 15:00:01,688111,金山办公,391.88,1790,70.15,买盘,-1.56%,-6.11
2025-03-07 15:00:01,688111,金山办公,391.88,3500,137.16,买盘,-1.56%,-6.11
2025-03-07 15:00:01,603081,大丰实业,14.85,88500,131.42,卖盘,3.41%,0.51
2025-03-07 15:00:01,601929,吉视传媒,2.0,240200,48.04,买盘,-1.48%,-0.03
2025-03-07 15:00:01,601929,吉视传媒,2.0,345100,69.02,卖盘,-1.48%,-0.03
2025-03-07 15:00:01,601126,四方股份,16.39,97000,158.98,买盘,1.11%,0.18
2025-03-07 15:00:01,688793,倍轻松,36.4,17163,62.47,买盘,0.00%,0.0
2025-03-07 15:00:01,601600,中国铝业,7.73,200000,154.6,买盘,1.05%,0.08
2025-03-07 15:00:01,601600,中国铝业,7.73,356600,275.65,买盘,1.05%,0.08
2025-03-07 15:00:01,601005,重庆钢铁,1.38,744800,102.78,买盘,0.73%,0.01
2025-03-07 15:00:01,601005,重庆钢铁,1.38,200000,27.6,卖盘,0.73%,0.01
2025-03-07 15:00:01,601005,重庆钢铁,1.38,539300,74.42,卖盘,0.73%,0.01
2025-03-07 15:00:01,600183,生益科技,28.7,55900,160.43,卖盘,-0.52%,-0.15
2025-03-07 15:00:01,688411,海博思创,81.6,9856,80.42,卖盘,-2.60%,-2.12
2025-03-07 15:00:01,688584,上海合晶,18.26,34200,62.45,买盘,-2.25%,-0.41
2025-03-07 15:00:01,688503,聚和材料,45.3,11546,52.3,买盘,1.12%,0.51
2025-03-07 15:00:01,688348,昱能科技,47.67,17200,81.99,卖盘,-1.93%,-0.92
2025-03-07 15:00:01,688403,汇成股份,10.16,57047,57.96,卖盘,-1.74%,-0.18
2025-03-07 15:00:01,688403,汇成股份,10.16,82600,83.92,买盘,-1.74%,-0.18
2025-03-07 15:00:01,688403,汇成股份,10.16,81000,82.3,买盘,-1.74%,-0.18
2025-03-07 15:00:01,688235,百济神州,230.2,4000,92.08,买盘,-0.98%,-2.27
2025-03-07 15:00:01,688191,智洋创新,24.0,26686,64.05,卖盘,-3.23%,-0.77
2025-03-07 15:00:01,688027,国盾量子,293.19,3600,105.55,卖盘,-2.11%,-6.18
2025-03-07 15:00:01,601698,中国卫通,21.6,52300,112.97,买盘,-0.92%,-0.2
2025-03-07 15:00:01,601698,中国卫通,21.6,88300,190.73,卖盘,-0.92%,-0.2
2025-03-07 15:00:01,688698,伟创电气,66.89,21910,146.56,买盘,1.36%,0.91
2025-03-07 15:00:01,600183,生益科技,28.7,93500,268.35,买盘,-0.52%,-0.15
2025-03-07 15:00:01,600850,电科数字,26.85,53900,144.72,买盘,-1.72%,-0.46
2025-03-07 15:00:01,688409,富创精密,57.92,15000,86.88,买盘,4.62%,2.68
2025-03-07 15:00:01,600208,衢州发展,2.98,235400,70.15,卖盘,-1.97%,-0.06
2025-03-07 15:00:01,601985,中国核电,9.59,106700,102.33,卖盘,-0.41%,-0.04
2025-03-07 15:00:01,601985,中国核电,9.59,197900,189.79,卖盘,-0.41%,-0.04
2025-03-07 15:00:01,600036,招商银行,43.57,38523,167.84,买盘,1.42%,0.62
2025-03-07 15:00:01,600036,招商银行,43.57,43600,189.97,买盘,1.42%,0.62
2025-03-07 15:00:01,600036,招商银行,43.57,71300,310.65,买盘,1.42%,0.62
2025-03-07 15:00:01,600036,招商银行,43.57,34500,150.32,买盘,1.42%,0.62
2025-03-07 15:00:01,600036,招商银行,43.57,42900,186.92,买盘,1.42%,0.62
2025-03-07 15:00:01,600036,招商银行,43.57,27000,117.64,卖盘,1.42%,0.62
2025-03-07 15:00:01,601658,邮储银行,5.31,327449,173.88,买盘,0.38%,0.02
2025-03-07 15:00:01,688227,品高股份,45.27,11800,53.42,买盘,4.91%,2.22
2025-03-07 15:00:01,688561,奇安信,39.64,16627,65.91,买盘,-3.20%,-1.27
2025-03-07 15:00:01,688561,奇安信,39.64,12903,51.15,买盘,-3.20%,-1.27
2025-03-07 15:00:01,603360,百傲化学,36.0,46100,165.96,卖盘,1.41%,0.51
2025-03-07 15:00:01,688766,普冉股份,118.89,14677,174.49,卖盘,2.24%,2.66
2025-03-07 15:00:01,688766,普冉股份,118.89,13400,159.31,卖盘,2.24%,2.66
2025-03-07 15:00:01,688122,西部超导,48.65,10800,52.54,买盘,1.25%,0.61
2025-03-07 15:00:01,688122,西部超导,48.65,10600,51.57,买盘,1.25%,0.61
2025-03-07 15:00:01,688333,铂力特,90.0,8200,73.8,买盘,8.38%,7.54
2025-03-07 15:00:01,688333,铂力特,90.0,26000,234.0,买盘,8.38%,7.54
2025-03-07 15:00:01,688333,铂力特,90.0,7091,63.82,卖盘,8.38%,7.54
2025-03-07 15:00:01,688010,福光股份,39.88,24508,97.74,卖盘,-2.02%,-0.8
2025-03-07 15:00:01,688709,成都华微,36.66,16774,61.49,买盘,2.55%,0.93
2025-03-07 15:00:01,688709,成都华微,36.66,39200,143.71,买盘,2.55%,0.93
2025-03-07 15:00:01,688631,莱斯信息,104.5,11808,123.39,卖盘,-1.42%,-1.48
2025-03-07 15:00:01,688297,中无人机,45.31,13608,61.66,买盘,0.24%,0.11
2025-03-07 15:00:01,688297,中无人机,45.31,13800,62.53,买盘,0.24%,0.11
2025-03-07 15:00:01,688320,禾川科技,49.0,19386,94.99,买盘,0.37%,0.18
2025-03-07 15:00:01,688213,思特威,106.15,7559,80.24,卖盘,-6.14%,-6.52
2025-03-07 15:00:01,688213,思特威,106.15,28457,302.07,卖盘,-6.14%,-6.52
2025-03-07 15:00:01,688213,思特威,106.15,14400,152.86,买盘,-6.14%,-6.52
2025-03-07 15:00:01,688213,思特威,106.15,4800,50.95,买盘,-6.14%,-6.52
2025-03-07 15:00:01,688213,思特威,106.15,15200,161.35,买盘,-6.14%,-6.52
2025-03-07 15:00:01,688401,路维光电,32.5,20200,65.65,买盘,-1.72%,-0.56
2025-03-07 15:00:01,688187,时代电气,45.6,15000,68.4,买盘,-1.49%,-0.68
2025-03-07 15:00:01,688187,时代电气,45.6,50000,228.0,买盘,-1.49%,-0.68
2025-03-07 15:00:01,688187,时代电气,45.6,50000,228.0,买盘,-1.49%,-0.68
2025-03-07 15:00:01,688187,时代电气,45.6,50000,228.0,买盘,-1.49%,-0.68
2025-03-07 15:00:01,688187,时代电气,45.6,50000,228.0,买盘,-1.49%,-0.68
2025-03-07 15:00:01,688187,时代电气,45.6,50000,228.0,买盘,-1.49%,-0.68
2025-03-07 15:00:01,688187,时代电气,45.6,50000,228.0,买盘,-1.49%,-0.68
2025-03-07 15:00:01,605319,无锡振华,38.6,32900,126.99,买盘,4.47%,1.72
2025-03-07 15:00:01,688097,博众精工,32.01,29020,92.89,买盘,5.64%,1.81
2025-03-07 15:00:01,688590,新致软件,24.75,66600,164.84,买盘,-6.92%,-1.71
2025-03-07 15:00:01,688578,艾力斯,82.78,7800,64.57,买盘,-2.31%,-1.91
2025-03-07 15:00:01,688595,芯海科技,43.33,13552,58.72,卖盘,0.63%,0.27
2025-03-07 15:00:01,601702,华峰铝业,20.35,52000,105.82,买盘,0.25%,0.05
2025-03-07 15:00:01,688550,瑞联新材,35.39,14800,52.38,卖盘,0.83%,0.29
2025-03-07 15:00:01,688550,瑞联新材,35.39,44285,156.72,买盘,0.83%,0.29
2025-03-07 15:00:01,688550,瑞联新材,35.39,16000,56.62,卖盘,0.83%,0.29
2025-03-07 15:00:01,688599,天合光能,16.97,53400,90.62,买盘,-0.35%,-0.06
2025-03-07 15:00:01,688599,天合光能,16.97,34924,59.27,卖盘,-0.35%,-0.06
2025-03-07 15:00:01,688365,光云科技,15.73,42115,66.25,卖盘,-5.18%,-0.82
2025-03-07 15:00:01,688365,光云科技,15.73,51472,80.97,卖盘,-5.18%,-0.82
2025-03-07 15:00:01,688080,映翰通,54.8,11400,62.47,买盘,-2.65%,-1.45
2025-03-07 15:00:01,688063,派能科技,43.1,13723,59.15,买盘,-2.86%,-1.23
2025-03-07 15:00:01,688199,久日新材,18.81,71945,135.33,买盘,5.14%,0.97
2025-03-07 15:00:01,688028,沃尔德,24.48,21253,52.03,买盘,-0.57%,-0.14
2025-03-07 15:00:01,688088,虹软科技,53.75,13000,69.88,买盘,0.35%,0.19
2025-03-07 15:00:01,688088,虹软科技,53.75,15000,80.62,买盘,0.35%,0.19
2025-03-07 15:00:01,688088,虹软科技,53.75,11800,63.42,买盘,0.35%,0.19
2025-03-07 15:00:01,603606,东方电缆,46.57,43000,200.25,卖盘,0.52%,0.24
2025-03-07 15:00:01,688169,石头科技,242.86,2080,50.51,买盘,-1.27%,-3.08
2025-03-07 15:00:01,600919,江苏银行,9.3,181700,168.98,卖盘,-0.85%,-0.08
2025-03-07 15:00:01,600919,江苏银行,9.3,196834,183.06,卖盘,-0.85%,-0.08
2025-03-07 15:00:01,600919,江苏银行,9.3,107600,100.07,买盘,-0.85%,-0.08
2025-03-07 15:00:01,600919,江苏银行,9.3,145500,135.32,买盘,-0.85%,-0.08
2025-03-07 15:00:01,605133,嵘泰股份,30.38,37700,114.53,卖盘,0.83%,0.25
2025-03-07 15:00:01,600628,新世界,7.42,150000,111.3,卖盘,-2.24%,-0.17
2025-03-07 15:00:01,601799,星宇股份,125.96,9500,119.66,买盘,4.11%,5.17
2025-03-07 15:00:01,601799,星宇股份,125.96,10700,134.78,买盘,4.11%,5.17
2025-03-07 15:00:01,601888,中国中免,61.92,23443,145.16,买盘,-0.67%,-0.42
2025-03-07 15:00:01,601888,中国中免,61.92,26057,161.34,买盘,-0.67%,-0.42
2025-03-07 15:00:01,600660,福耀玻璃,56.0,18063,101.15,卖盘,0.38%,0.21
2025-03-07 15:00:01,600715,*ST文投,2.08,250000,52.0,买盘,2.46%,0.05
2025-03-07 15:00:01,600480,凌云股份,17.75,104300,185.13,买盘,4.47%,0.79
2025-03-07 15:00:01,600151,航天机电,7.7,176800,136.14,买盘,7.09%,0.55
2025-03-07 15:00:01,600718,东软集团,12.34,97500,120.32,买盘,-1.20%,-0.15
2025-03-07 15:00:01,600462,*ST九有,1.39,278500,38.71,卖盘,2.21%,0.03
2025-03-07 15:00:01,600226,亨通股份,2.8,237200,66.42,卖盘,-0.71%,-0.02
2025-03-07 15:00:01,600506,统一股份,20.28,54000,109.51,卖盘,2.94%,0.6
2025-03-07 15:00:01,688322,奥比中光,70.46,8848,62.34,买盘,-2.68%,-1.89
2025-03-07 15:00:01,688322,奥比中光,70.46,14353,101.13,买盘,-2.68%,-1.89
2025-03-07 15:00:01,688322,奥比中光,70.46,9958,70.16,买盘,-2.68%,-1.89
2025-03-07 15:00:01,601669,中国电建,4.85,419300,203.36,卖盘,-1.42%,-0.07
2025-03-07 15:00:01,601669,中国电建,4.85,240100,116.45,卖盘,-1.42%,-0.07
2025-03-07 15:00:01,601669,中国电建,4.85,258800,125.52,卖盘,-1.42%,-0.07
2025-03-07 15:00:01,601669,中国电建,4.85,300000,145.5,卖盘,-1.42%,-0.07
2025-03-07 15:00:01,688322,奥比中光,70.46,27400,193.06,买盘,-2.68%,-1.89
2025-03-07 15:00:01,688322,奥比中光,70.46,35000,246.61,卖盘,-2.68%,-1.89
2025-03-07 15:00:01,601901,方正证券,7.88,268100,211.26,卖盘,-1.62%,-0.13
2025-03-07 15:00:00,2155,湖南黄金,22.38,82474,184.58,买盘,8.59%,1.92
2025-03-07 15:00:00,300006,莱美药业,3.67,246400,90.43,卖盘,-2.13%,-0.08
2025-03-07 15:00:00,301007,德迈仕,28.2,31100,87.7,买盘,8.09%,2.28
2025-03-07 15:00:00,300128,锦富技术,6.39,182800,116.81,买盘,6.86%,0.44
2025-03-07 15:00:00,300047,天源迪科,15.22,51400,78.23,买盘,-2.62%,-0.4
2025-03-07 15:00:00,933,神火股份,20.29,105120,213.29,买盘,6.45%,1.31
2025-03-07 15:00:00,300638,广和通,35.58,209500,745.4,买盘,-4.76%,-1.7
2025-03-07 15:00:00,300251,光线传媒,23.18,26500,61.43,卖盘,-3.94%,-0.91
2025-03-07 15:00:00,300857,协创数据,123.9,6700,83.01,买盘,1.06%,1.31
2025-03-07 15:00:00,2027,分众传媒,6.56,275400,180.66,卖盘,-2.53%,-0.17
2025-03-07 15:00:00,688180,君实生物,29.67,25834,76.65,卖盘,-1.59%,-0.47
2025-03-07 15:00:00,688449,联芸科技,53.76,18176,97.71,卖盘,-0.89%,-0.48
2025-03-07 15:00:00,603331,百达精工,10.06,111000,111.67,卖盘,0.90%,0.09
2025-03-07 15:00:00,600841,动力新科,6.66,274900,183.08,卖盘,-6.59%,-0.44
2025-03-07 15:00:00,605006,山东玻纤,6.52,162100,105.69,买盘,-1.06%,-0.07
2025-03-07 15:00:00,688279,峰岹科技,284.99,3124,89.03,买盘,-2.40%,-6.84
2025-03-07 15:00:00,603220,中贝通信,28.68,106820,306.36,买盘,-1.98%,-0.57
2025-03-07 15:00:00,688608,恒玄科技,361.98,4693,169.88,买盘,2.25%,8.14
2025-03-07 15:00:00,601718,际华集团,2.64,322800,85.22,卖盘,-0.38%,-0.01
2025-03-07 15:00:00,302132,中航成飞,63.68,30739,195.75,卖盘,1.09%,0.7
2025-03-07 15:00:00,302132,中航成飞,63.68,20000,127.36,卖盘,1.09%,0.7
2025-03-07 15:00:00,302132,中航成飞,63.68,14261,90.81,卖盘,1.09%,0.7
2025-03-07 15:00:00,301607,富特科技,51.04,24500,125.05,卖盘,2.22%,1.13
2025-03-07 15:00:00,688570,天玛智控,23.57,22400,52.8,卖盘,0.98%,0.23
2025-03-07 15:00:00,603137,恒尚节能,11.09,100000,110.9,卖盘,0.54%,0.06
2025-03-07 15:00:00,688522,纳睿雷达,69.0,30000,207.0,卖盘,2.83%,1.95
2025-03-07 15:00:00,688522,纳睿雷达,69.0,17899,123.5,买盘,2.83%,1.95
2025-03-07 15:00:00,688525,佰维存储,76.99,9900,76.22,卖盘,4.96%,3.82
2025-03-07 15:00:00,688525,佰维存储,76.99,11884,91.49,买盘,4.96%,3.82
2025-03-07 15:00:00,688525,佰维存储,76.99,7448,57.34,卖盘,4.96%,3.82
2025-03-07 15:00:00,688525,佰维存储,76.99,10000,76.99,卖盘,4.96%,3.82
2025-03-07 15:00:00,688525,佰维存储,76.99,10335,79.57,买盘,4.96%,3.82
2025-03-07 15:00:00,688525,佰维存储,76.99,7000,53.89,买盘,4.96%,3.82
2025-03-07 15:00:00,688525,佰维存储,76.99,6670,51.35,买盘,4.96%,3.82
2025-03-07 15:00:00,688525,佰维存储,76.99,19753,152.08,买盘,4.96%,3.82
2025-03-07 15:00:00,688525,佰维存储,76.99,12800,98.55,买盘,4.96%,3.82
2025-03-07 15:00:00,688525,佰维存储,76.99,6566,50.55,买盘,4.96%,3.82
2025-03-07 15:00:00,688525,佰维存储,76.99,7846,60.41,买盘,4.96%,3.82
2025-03-07 15:00:00,688525,佰维存储,76.99,8677,66.8,买盘,4.96%,3.82
2025-03-07 15:00:00,688525,佰维存储,76.99,25000,192.48,买盘,4.96%,3.82
2025-03-07 15:00:00,688525,佰维存储,76.99,26000,200.17,买盘,4.96%,3.82
2025-03-07 15:00:00,688525,佰维存储,76.99,34350,264.46,买盘,4.96%,3.82
2025-03-07 15:00:00,688382,益方生物,18.2,50400,91.73,买盘,0.72%,0.13
2025-03-07 15:00:00,688382,益方生物,18.2,28490,51.85,卖盘,0.72%,0.13
2025-03-07 15:00:00,688332,中科蓝讯,117.85,8725,102.82,卖盘,-5.47%,-6.45
2025-03-07 15:00:00,688279,峰岹科技,284.99,6425,183.11,买盘,-2.40%,-6.84
2025-03-07 15:00:00,688279,峰岹科技,284.99,2600,74.1,买盘,-2.40%,-6.84
2025-03-07 15:00:00,688279,峰岹科技,284.99,9400,267.89,买盘,-2.40%,-6.84
2025-03-07 15:00:00,688279,峰岹科技,284.99,2600,74.1,买盘,-2.40%,-6.84
2025-03-07 15:00:00,688330,宏力达,29.56,50000,147.8,买盘,3.00%,0.89
2025-03-07 15:00:00,688289,圣湘生物,25.23,26000,65.6,买盘,1.04%,0.26
2025-03-07 15:00:00,688289,圣湘生物,25.23,26000,65.6,买盘,1.04%,0.26
2025-03-07 15:00:00,688289,圣湘生物,25.23,27400,69.13,买盘,1.04%,0.26
2025-03-07 15:00:00,688289,圣湘生物,25.23,21200,53.49,买盘,1.04%,0.26
2025-03-07 15:00:00,688065,凯赛生物,49.79,15000,74.68,卖盘,2.28%,1.14
2025-03-07 15:00:00,688228,开普云,65.34,12945,84.58,买盘,-3.19%,-2.08
2025-03-07 15:00:00,688208,道通科技,43.15,16600,71.63,卖盘,0.44%,0.19
2025-03-07 15:00:00,688159,有方科技,44.89,23954,107.53,买盘,-1.25%,-0.56
2025-03-07 15:00:00,688159,有方科技,44.89,15300,68.68,卖盘,-1.25%,-0.56
2025-03-07 15:00:00,688168,安博通,61.41,8600,52.81,卖盘,1.19%,0.73
2025-03-07 15:00:00,688099,晶晨股份,85.42,10800,92.25,卖盘,-3.58%,-3.06
2025-03-07 15:00:00,601860,紫金银行,2.69,262100,70.5,卖盘,-0.74%,-0.02
2025-03-07 15:00:00,601860,紫金银行,2.69,236600,63.65,买盘,-0.74%,-0.02
2025-03-07 15:00:00,603507,振江股份,27.22,41600,113.24,买盘,0.59%,0.16
2025-03-07 15:00:00,689009,九号公司,60.39,9374,56.61,买盘,2.10%,1.27
2025-03-07 15:00:00,689009,九号公司,60.39,9600,57.97,卖盘,2.10%,1.27
2025-03-07 15:00:00,689009,九号公司,60.39,11400,68.84,卖盘,2.10%,1.27
2025-03-07 15:00:00,688536,思瑞浦,131.88,5800,76.49,买盘,2.55%,3.36
2025-03-07 15:00:00,601916,浙商银行,2.85,218200,62.19,卖盘,-0.70%,-0.02
2025-03-07 15:00:00,601916,浙商银行,2.85,560600,159.77,买盘,-0.70%,-0.02
2025-03-07 15:00:00,688388,嘉元科技,19.12,26614,50.89,卖盘,2.69%,0.51
2025-03-07 15:00:00,688388,嘉元科技,19.12,31383,60.0,买盘,2.69%,0.51
2025-03-07 15:00:00,688012,中微公司,214.66,9302,199.68,买盘,-0.57%,-1.22
2025-03-07 15:00:00,688012,中微公司,214.66,7426,159.41,买盘,-0.57%,-1.22
2025-03-07 15:00:00,688012,中微公司,214.66,7367,158.14,买盘,-0.57%,-1.22
2025-03-07 15:00:00,688012,中微公司,214.66,3200,68.69,卖盘,-0.57%,-1.22
2025-03-07 15:00:00,688012,中微公司,214.66,5422,116.39,买盘,-0.57%,-1.22
2025-03-07 15:00:00,688005,容百科技,24.35,33600,81.82,买盘,-2.60%,-0.63
2025-03-07 15:00:00,688343,云天励飞,72.34,8797,63.64,卖盘,-4.18%,-3.03
2025-03-07 15:00:00,688343,云天励飞,72.34,12475,90.24,卖盘,-4.18%,-3.03
2025-03-07 15:00:00,688343,云天励飞,72.34,8000,57.87,卖盘,-4.18%,-3.03
2025-03-07 15:00:00,688343,云天励飞,72.34,9513,68.82,买盘,-4.18%,-3.03
2025-03-07 15:00:00,688343,云天励飞,72.34,17700,128.04,买盘,-4.18%,-3.03
2025-03-07 15:00:00,688343,云天励飞,72.34,36600,264.76,买盘,-4.18%,-3.03
2025-03-07 15:00:00,688502,茂莱光学,287.0,2000,57.4,买盘,-2.88%,-8.26
2025-03-07 15:00:00,688102,斯瑞新材,10.64,48000,51.07,买盘,6.93%,0.74
2025-03-07 15:00:00,688167,炬光科技,77.01,7740,59.61,卖盘,6.15%,4.73
2025-03-07 15:00:00,688167,炬光科技,77.01,6500,50.06,买盘,6.15%,4.73
2025-03-07 15:00:00,688167,炬光科技,77.01,10847,83.53,卖盘,6.15%,4.73
2025-03-07 15:00:00,688110,东芯股份,30.8,18430,56.76,买盘,1.32%,0.41
2025-03-07 15:00:00,688110,东芯股份,30.8,23000,70.84,买盘,1.32%,0.41
2025-03-07 15:00:00,688685,迈信林,69.25,14353,99.39,卖盘,11.53%,7.99
2025-03-07 15:00:00,688685,迈信林,69.25,30275,209.65,卖盘,11.53%,7.99
2025-03-07 15:00:00,688685,迈信林,69.25,22471,155.61,买盘,11.53%,7.99
2025-03-07 15:00:00,688685,迈信林,69.25,20000,138.5,买盘,11.53%,7.99
2025-03-07 15:00:00,688685,迈信林,69.25,13837,95.82,买盘,11.53%,7.99
2025-03-07 15:00:00,688685,迈信林,69.25,16600,114.96,卖盘,11.53%,7.99
2025-03-07 15:00:00,688685,迈信林,69.25,18200,126.04,卖盘,11.53%,7.99
2025-03-07 15:00:00,688180,君实生物,29.67,18526,54.97,卖盘,-1.59%,-0.47
2025-03-07 15:00:00,688399,硕世生物,68.69,8000,54.95,卖盘,-0.49%,-0.34
2025-03-07 15:00:00,688068,热景生物,93.3,8715,81.31,买盘,8.84%,8.25
2025-03-07 15:00:00,688068,热景生物,93.3,12000,111.96,买盘,8.84%,8.25
2025-03-07 15:00:00,688068,热景生物,93.3,10848,101.21,买盘,8.84%,8.25
2025-03-07 15:00:00,688068,热景生物,93.3,9333,87.08,买盘,8.84%,8.25
2025-03-07 15:00:00,603259,药明康德,62.51,30000,187.53,买盘,0.21%,0.13
2025-03-07 15:00:00,603259,药明康德,62.51,24300,151.9,买盘,0.21%,0.13
2025-03-07 15:00:00,688777,中控技术,58.33,18060,105.34,卖盘,0.95%,0.56
2025-03-07 15:00:00,688777,中控技术,58.33,12470,72.74,买盘,0.95%,0.56
2025-03-07 15:00:00,688369,致远互联,39.5,27539,108.78,买盘,8.81%,3.48
2025-03-07 15:00:00,688369,致远互联,39.5,19914,78.66,买盘,8.81%,3.48
2025-03-07 15:00:00,688369,致远互联,39.5,15534,61.36,卖盘,8.81%,3.48
2025-03-07 15:00:00,688066,航天宏图,20.36,30000,61.08,卖盘,1.04%,0.21
2025-03-07 15:00:00,688678,福立旺,26.66,19331,51.54,买盘,4.92%,1.31
2025-03-07 15:00:00,601228,广州港,3.14,260200,81.7,买盘,-0.32%,-0.01
