序号,股票代码,股票简称,解禁时间,限售股类型,解禁数量,实际解禁数量,实际解禁市值,占解禁前流通市值比例,解禁前一交易日收盘价,解禁前20日涨跌幅,解禁后20日涨跌幅
616,300474,景嘉微,2025/5/7,定向增发机构配售股份,63986969,63986969,6110755540,0.195767701,95.5,,
618,600512,腾达建设,2025/5/8,股权激励限售股份,4927573,4927573,11481245.09,0.003104168,2.33,,
617,688299,长阳科技,2025/5/8,定向增发机构配售股份,3663003,3663003,62197790.940000005,0.012770467,16.98,,
619,600405,动力源,2025/5/8,定向增发机构配售股份,56843949,56843949,321168311.84999996,0.102740776,5.65,,
625,600595,中孚实业,2025/5/9,股权激励限售股份,1525000,1525000,5368000,0.000380498,3.52,,
621,605296,神农集团,2025/5/9,股权激励限售股份,466500,466500,12548850,0.000891541,26.9,,
623,605060,联德股份,2025/5/9,股权激励限售股份,592000,592000,14125120,0.002460597,23.86,,
620,300854,中兰环保,2025/5/9,股权激励限售股份,199750,199750,2636700,0.003556309,13.2,,
628,600808,马钢股份,2025/5/9,股权激励限售股份,24766500,24766500,78509805,0.004150056,3.17,,
622,002857,三晖电气,2025/5/9,股权激励限售股份,585150,585150,8309130,0.004571484,14.2,,
626,603357,设计总院,2025/5/9,股权激励限售股份,5213472,5213472,47546864.64,0.009468895,9.12,,
624,832491,奥迪威,2025/5/9,股权激励限售股份,1349988,1349988,48410569.68,0.011826648,35.86,,
627,001326,联域股份,2025/5/9,追加承诺限售股份上市流通,13515215,13515215,493981108.25000006,0.652136297,36.55,,
629,688530,欧莱新材,2025/5/9,"首发原股东限售股份,首发战略配售股份",35769238,35769238,719677068.5600001,1.117475585,20.12,,
631,688162,巨一科技,2025/5/9,追加承诺限售股份上市流通,74580000,74580000,2125530000,1.192883486,28.5,,
630,301128,强瑞技术,2025/5/9,追加承诺限售股份上市流通,45266441.00000001,45266441.00000001,3216180633,1.58162665,71.05,,
632,300404,博济医药,2025/5/12,股权激励限售股份,60000,60000,618000,0.000217567,10.3,,
643,600019,宝钢股份,2025/5/12,股权激励限售股份,12000000,12000000,80520000,0.000550911,6.71,,
637,002180,纳思达,2025/5/12,股权激励限售股份,1018760,1018760,27903836.4,0.000746205,27.39,,
633,300464,星徽股份,2025/5/12,股权激励限售股份,275000,275000,1501500,0.000773901,5.46,,
638,002671,龙泉股份,2025/5/12,股权激励限售股份,1316000,1316000,5882519.999999999,0.002382155,4.47,,
634,002785,万里石,2025/5/12,股权激励限售股份,460000,460000,13533200,0.002740709,29.42,,
639,603337,杰克股份,2025/5/12,股权激励限售股份,1437600,1437600,47771448,0.003018096,33.23,,
636,300900,广联航空,2025/5/12,股权激励限售股份,688800,688800,14375256,0.0031375,20.87,,
642,000852,石化机械,2025/5/12,股权激励限售股份,4839120,4839120,31163932.799999997,0.005142522,6.44,,
641,300105,龙源技术,2025/5/12,股权激励限售股份,2882220,2882220,20463762,0.005616025,7.1,,
645,688469,芯联集成,2025/5/12,首发战略配售股份,33840000,33840000,177321600,0.007697977,5.24,,
635,603057,紫燕食品,2025/5/12,股权激励限售股份,678150,678150,11440390.5,0.009963721,16.87,,
640,688479,友车科技,2025/5/12,首发战略配售股份,1443176,1443176,28257386.080000002,0.023707505,19.58,,
646,002163,海南发展,2025/5/12,定向增发机构配售股份,41407867,41407867,363561072.3,0.051531236,8.78,,
649,600109,国金证券,2025/5/12,定向增发机构配售股份,513002538,513002538,4565722588,0.160335491,8.9,,
644,301178,天亿马,2025/5/12,追加承诺限售股份上市流通,22357944.000000004,22357944.000000004,727751077.2,0.512810336,32.55,,
647,001319,铭科精技,2025/5/12,首发原股东限售股份,55674000,55674000,1565552880,0.913182541,28.12,,
648,603097,江苏华辰,2025/5/12,首发原股东限售股份,120000000,120000000,2750400000,3,22.92,,
651,002050,三花智控,2025/5/13,股权激励限售股份,7473000,7473000,256697550,0.00203599,34.35,,
650,001270,铖昌科技,2025/5/13,股权激励限售股份,1508000,1508000,47064680,0.014872974,31.21,,
653,002741,光华科技,2025/5/13,定向增发机构配售股份,65543067,65543067,1131928767.0900002,0.181292964,17.27,,
652,301596,瑞迪智驱,2025/5/13,首发原股东限售股份,10969054.000000002,10969054.000000002,1661263228,0.796040471,151.45,,
655,300315,掌趣科技,2025/5/14,股权激励限售股份,12857244,12857244,79329195.48,0.00495728,6.17,,
654,688125,安达智能,2025/5/14,股权激励限售股份,291080,291080,13581792.8,0.013335117,46.66,,
656,605598,上海港湾,2025/5/16,股权激励限售股份,474600,474600,10517136,0.001952951,22.16,,
657,002892,科力尔,2025/5/16,股权激励限售股份,1008420,1008420,18857454,0.002543331,18.7,,
658,002046,国机精工,2025/5/16,股权激励限售股份,1577483,1577483,24277463.37,0.002999759,15.39,,
659,002088,鲁阳节能,2025/5/16,股权激励限售股份,1663500,1663500,19812285,0.003295429,11.91,,
662,000758,中色股份,2025/5/16,股权激励限售股份,7802999,7802999,38624845.05,0.003962292,4.95,,
661,688512,慧智微,2025/5/16,首发战略配售股份,2172020,2172020,24652426.999999996,0.006737071,11.35,,
660,300631,久吾高科,2025/5/16,股权激励限售股份,1706000,1706000,38231460,0.014304202,22.41,,
663,603663,三祥新材,2025/5/19,股权激励限售股份,110250,110250,2370375,0.000260749,21.5,,
673,603659,璞泰来,2025/5/19,股权激励限售股份,787176,787176,12799481.760000002,0.000368459,16.26,,
670,300797,钢研纳克,2025/5/19,股权激励限售股份,297000,297000,3635280,0.000790921,12.24,,
666,605133,嵘泰股份,2025/5/19,股权激励限售股份,175200,175200,5022984,0.000947444,28.67,,
669,688639,华恒生物,2025/5/19,股权激励限售股份,252300,252300,7844007,0.001104887,31.09,,
665,688178,万德斯,2025/5/19,股权激励限售股份,126316,126316,1955371.6800000002,0.001486108,15.48,,
672,603393,新天然气,2025/5/19,股权激励限售股份,699996,699996,19634887.8,0.001656712,28.05,,
668,688023,安恒信息,2025/5/19,股权激励限售股份,216601,216601,14925974.91,0.002122176,68.91,,
667,300952,恒辉安防,2025/5/19,股权激励限售股份,194056,194056,5928410.800000001,0.003537769,30.55,,
676,002306,中科云网,2025/5/19,股权激励限售股份,3157500,3157500,8304225,0.003883079,2.63,,
674,688361,中科飞测,2025/5/19,首发战略配售股份,2542372,2542372,270330414.8,0.010412863,106.33,,
681,002142,宁波银行,2025/5/19,定向增发机构配售股份,75819056,75819056,1875005255,0.011622276,24.73,,
671,688581,安杰思,2025/5/19,首发战略配售股份,667726,667726,41292175.84,0.016386441,61.84,,
675,688552,航天南湖,2025/5/19,首发战略配售股份,2834199,2834199,52999521.3,0.033743135,18.7,,
677,688768,容知日新,2025/5/19,定向增发机构配售股份,5076141,5076141,249898421.4,0.062187759,49.23,,
679,688408,中信博,2025/5/19,定向增发机构配售股份,16053789.999999998,16053789.999999998,866904660,0.079323152,54,,
678,920060,万源通,2025/5/19,公开发行战略配售股份,6200000,6200000,227478000,0.209105534,36.69,,
684,000088,盐田港,2025/5/19,定向增发机构配售股份,913758995,913758995,4221566556.8999996,0.406271212,4.62,,
682,301153,中科江南,2025/5/19,首发原股东限售股份,120722400,120722400,3602356415.9999995,0.58641311,29.84,,
680,301257,普蕊斯,2025/5/19,首发原股东限售股份,31461183,31461183,1037589815,0.662167304,32.98,,
683,688232,新点软件,2025/5/19,追加承诺限售股份上市流通,156519248,156519248,6526852642,0.902228323,41.7,,
664,002180,纳思达,2025/5/19,股权激励限售股份,115399.99999999999,115399.99999999999,3160806,8.4526296e-05,27.39,,
686,603966,法兰泰克,2025/5/20,股权激励限售股份,425100,425100,3532581,0.001185129,8.31,,
689,600429,三元股份,2025/5/20,股权激励限售股份,6575997,6575997,27421907.49,0.004391148,4.17,,
687,600501,航天晨光,2025/5/20,股权激励限售股份,3314850,3314850,62949001.50000001,0.007807023,18.99,,
691,002465,海格通信,2025/5/20,定向增发机构配售股份,46155648,46155648,549252211.2,0.01898057,11.9,,
688,688750,金天钛业,2025/5/20,首发机构配售股份,5829693.999999999,5829693.999999999,121257635.2,0.075299289,20.8,,
690,300389,艾比森,2025/5/20,定向增发机构配售股份,41000000,41000000,502250000,0.175818486,12.25,,
693,688213,思特威,2025/5/20,首发原股东限售股份,78797299,78797299,7909672874,0.243921052,100.38,,
692,603272,联翔股份,2025/5/20,首发原股东限售股份,61125000,61125000,915652500,1.438167616,14.98,,
694,001318,阳光乳业,2025/5/20,首发原股东限售股份,205600000,205600000,2452808000,2.668050869,11.93,,
685,600845,宝信软件,2025/5/20,股权激励限售股份,133215,133215,4935615.75,6.2441404e-05,37.05,,
696,001339,智微智能,2025/5/21,股权激励限售股份,611700,611700,30297501.000000004,0.008365779,49.53,,
697,003043,华亚智能,2025/5/21,定向增发机构配售股份,7247436,7247436,316423055.8,0.148799313,43.66,,
695,603893,瑞芯微,2025/5/21,股权激励限售股份,36000,36000,6587279.999999999,8.5981627e-05,182.98,,
699,300775,三角防务,2025/5/22,股权激励限售股份,466250,466250,10835650,0.000876242,23.24,,
702,002812,恩捷股份,2025/5/22,股权激励限售股份,1006863,1006863,31967900.249999996,0.001232222,31.75,,
698,300707,威唐工业,2025/5/22,股权激励限售股份,417000,417000,6413460,0.002911905,15.38,,
700,002992,宝明科技,2025/5/22,股权激励限售股份,492500,492500,31337775,0.003132874,63.63,,
704,003000,劲仔食品,2025/5/22,股权激励限售股份,1615000,1615000,18766300,0.005310047,11.62,,
703,688458,美芯晟,2025/5/22,首发战略配售股份,1120000,1120000,40880000,0.013341506,36.5,,
701,301631,壹连科技,2025/5/22,首发机构配售股份,709663,709663,90673641.50999999,0.054470874,127.77,,
705,300791,仙乐健康,2025/5/23,股权激励限售股份,95160,95160,2448466.8,0.000489566,25.73,,
708,002812,恩捷股份,2025/5/23,股权激励限售股份,449135,449135,14260036.25,0.000549662,31.75,,
707,605488,福莱新材,2025/5/23,股权激励限售股份,185600,185600,11600000,0.000961245,62.5,,
706,871634,新威凌,2025/5/23,追加承诺限售股份上市流通,98190.00000000001,98190.00000000001,1926487.7999999998,0.002995353,19.62,,
711,000425,徐工机械,2025/5/23,股权激励限售股份,36392996,36392996,306429026.3,0.004481845,8.42,,
709,000921,海信家电,2025/5/23,股权激励限售股份,7143000,7143000,198575400,0.007833686,27.8,,
710,301183,东田微,2025/5/23,首发原股东限售股份,33912000,33912000,1927218960,0.735809755,56.83,,
713,600600,青岛啤酒,2025/5/26,股权激励限售股份,96667,96667,6565622.640000001,0.000136337,67.92,,
712,688162,巨一科技,2025/5/26,股权激励限售股份,20000,20000,570000,0.000319894,28.5,,
717,300079,数码视讯,2025/5/26,股权激励限售股份,1490400,1490400,9464040,0.001163031,6.35,,
714,688159,有方科技,2025/5/26,股权激励限售股份,135000,135000,6237000,0.001472521,46.2,,
715,600990,四创电子,2025/5/26,股权激励限售股份,448820,448820,10497899.8,0.001668397,23.39,,
719,000999,华润三九,2025/5/26,股权激励限售股份,3396502,3396502,141328448.2,0.002662546,41.61,,
722,600662,外服控股,2025/5/26,股权激励限售股份,6177006,6177006,34344153.36,0.002721409,5.56,,
718,603087,甘李药业,2025/5/26,股权激励限售股份,2112000,2112000,96307200,0.00381284,45.6,,
721,603529,爱玛科技,2025/5/26,股权激励限售股份,4014000,4014000,159797340,0.004762884,39.81,,
716,603395,红四方,2025/5/26,首发机构配售股份,878506,878506,41887166.08,0.021772378,47.68,,
720,688562,航天软件,2025/5/26,首发战略配售股份,4000000,4000000,69280000,0.023665838,17.32,,
725,300587,天铁科技,2025/5/26,股权激励限售股份,31728166,31728166,138969367.07999998,0.034278821,4.38,,
723,688523,航天环宇,2025/5/26,首发原股东限售股份,9360816,9360816,184314467.04000002,0.109707397,19.69,,
727,002613,北玻股份,2025/5/26,定向增发机构配售股份,163398692,163398692,694444440.9999999,0.268340966,4.25,,
724,301191,菲菱科思,2025/5/26,首发原股东限售股份,20147920,20147920,2101428056,0.769064373,104.3,,
726,301107,瑜欣电子,2025/5/26,首发原股东限售股份,51840100,51840100,1545353381,2.420890413,29.81,,
729,603596,伯特利,2025/5/27,股权激励限售股份,213500,213500,13614895,0.000352137,63.77,,
730,300241,瑞丰光电,2025/5/27,股权激励限售股份,745000,745000,4239050,0.001302847,5.69,,
728,838971,天马新材,2025/5/27,股权激励限售股份,180000,180000,5981400,0.002125391,33.23,,
731,002922,伊戈尔,2025/5/27,股权激励限售股份,826000,826000,18097660,0.00223325,21.91,,
732,603583,捷昌驱动,2025/5/27,股权激励限售股份,927200,927200,39702704,0.002425657,42.82,,
733,600990,四创电子,2025/5/27,股权激励限售股份,1928905,1928905,45117087.949999996,0.007170312,23.39,,
734,688327,云从科技,2025/5/27,首发原股东限售股份,284929927,284929927,4900794744.400001,0.378891715,17.2,,
738,300772,运达股份,2025/5/28,股权激励限售股份,3734400,3734400,46455936,0.005373397,12.44,,
735,835184,国源科技,2025/5/28,股权激励限售股份,672292.0000000001,672292.0000000001,10877684.56,0.007678815,16.18,,
736,001234,泰慕士,2025/5/28,股权激励限售股份,956000,956000,16357159.999999998,0.008962497,17.11,,
737,832171,志晟信息,2025/5/28,追加承诺限售股份上市流通,1569600,1569600,44356896,0.023808149,28.26,,
739,688538,和辉光电,2025/5/28,追加承诺限售股份上市流通,8057201899.999999,8057201899.999999,18450992351,1.400707879,2.29,,
740,002766,索菱股份,2025/5/29,股权激励限售股份,180000,180000,1179000,0.000211577,6.55,,
742,600365,ST通葡,2025/5/29,股权激励限售股份,1000000,1000000,2730000,0.002388231,2.73,,
741,301118,恒光股份,2025/5/29,股权激励限售股份,961500,961500,18191580,0.009221468,18.92,,
743,920128,胜业电气,2025/5/29,公开发行战略配售股份,1260000,1260000,38833200,0.073684211,30.82,,
744,688449,联芸科技,2025/5/29,首发机构配售股份,4902503,4902503,259097283.54999998,0.075310161,52.85,,
745,003005,竞业达,2025/5/29,定向增发机构配售股份,16877637,16877637,687088602.3,0.228628957,40.71,,
746,688049,炬芯科技,2025/5/29,追加承诺限售股份上市流通,33868320,33868320,1709672794,0.301673626,50.48,,
747,600750,江中药业,2025/5/30,股权激励限售股份,164331,164331,3483817.1999999997,0.000262027,21.2,,
753,000876,新希望,2025/5/30,股权激励限售股份,3945000,3945000,39371100,0.000876728,9.98,,
749,002025,航天电器,2025/5/30,股权激励限售股份,1388640,1388640,67349040,0.003068404,48.5,,
748,002983,芯瑞达,2025/5/30,股权激励限售股份,577260,577260,11308523.399999999,0.004505322,19.59,,
752,689009,九号公司,2025/5/30,股权激励期权行权,3617100,3617100,224368713,0.006579307,62.03,,
750,603365,水星家纺,2025/5/30,股权激励限售股份,1868000,1868000,28972680,0.007238529,15.51,,
751,870976,视声智能,2025/5/30,公开发行原股东限售股份,2216900,2216900,60432694,0.085994352,27.26,,
754,300553,集智股份,2025/5/30,定向增发机构配售股份,18720000,18720000,723715200,0.353247757,38.66,,
755,920002,万达轴承,2025/5/30,公开发行原股东限售股份,26752120,26752120,3718544680,4.652542609,139,,
756,300021,大禹节水,2025/6/3,股权激励限售股份,1276000,1276000,5946160,0.001821504,4.66,,
760,601969,海南矿业,2025/6/3,股权激励限售股份,3909760,3909760,26273587.200000003,0.00194709,6.72,,
761,600967,内蒙一机,2025/6/3,股权激励限售股份,4004220.0000000005,4004220.0000000005,42524816.4,0.00235693,10.62,,
757,603177,德创环保,2025/6/3,股权激励限售股份,1668000,1668000,13394040,0.008168782,8.03,,
759,605088,冠盛股份,2025/6/3,股权激励限售股份,2104000,2104000,73976640,0.011893107,35.16,,
763,000571,新大洲A,2025/6/3,股权激励限售股份,9807500,9807500,36189675,0.012048134,3.69,,
762,300464,星徽股份,2025/6/3,股权激励限售股份,5680000,5680000,31012800.000000004,0.01598457,5.46,,
758,688523,航天环宇,2025/6/3,首发战略配售股份,1829826,1829826,36029273.94,0.021445294,19.69,,
765,000966,长源电力,2025/6/3,定向增发机构配售股份,512195121,512195121,2289512191,0.186298316,4.47,,
764,301108,洁雅股份,2025/6/3,追加承诺限售股份上市流通,45717710,45717710,1253122431,1.328005919,27.41,,
769,000333,美的集团,2025/6/4,股权激励限售股份,2655953,2655953,187483722.3,0.000385314,70.59,,
