时间,代码,名称,板块,相关信息
13:10:34,688726,拉普拉斯,大笔买入,"46680,50.00000,0.053297"
13:10:33,001395,C亚联,大笔买入,"165149,54.80000,0.307749"
13:10:25,603031,安孚科技,大笔买入,"275800,29.82000,0.097938"
13:10:21,833030,立方控股,大笔买入,"63825,19.00000,0.085094"
13:10:10,300166,东方国信,大笔买入,"1158700,12.70000,0.086473"
13:10:09,002212,天融信,大笔买入,"1223300,8.22000,0.075916"
13:09:10,300881,盛德鑫泰,大笔买入,"72800,31.54000,0.027751"
13:09:10,300172,中电环保,大笔买入,"585500,5.16000,0.032000"
13:08:40,300651,金陵体育,大笔买入,"82700,14.58000,0.113740"
13:08:37,300652,雷迪克,大笔买入,"97000,34.19000,-0.024878"
13:08:34,300651,金陵体育,大笔买入,"154600,14.50000,0.112977"
13:08:19,301603,乔锋智能,大笔买入,"31200,44.00000,0.002732"
13:08:16,300652,雷迪克,大笔买入,"94600,34.00000,-0.027738"
13:07:33,002578,闽发铝业,大笔买入,"1282884,3.16000,0.022654"
13:07:04,300232,洲明科技,大笔买入,"1231000,8.49000,0.146175"
13:06:49,300608,思特奇,大笔买入,"450100,13.86000,0.038231"
13:06:49,603086,先达股份,大笔买入,"470500,4.38000,0.011547"
13:06:42,002642,荣联科技,大笔买入,"1170499,8.00000,0.036269"
13:06:37,300608,思特奇,大笔买入,"305200,13.77000,0.031484"
13:06:30,002663,普邦股份,大笔买入,"2031300,1.89000,0.032609"
13:06:26,833533,骏创科技,大笔买入,"44542,43.98000,0.037255"
13:06:22,301236,软通动力,大笔买入,"923875,70.17000,0.076805"
13:06:21,833533,骏创科技,大笔买入,"39066,43.91000,0.037020"
13:06:03,000663,永安林业,大笔买入,"336900,5.43000,0.026515"
13:05:40,300078,思创医惠,大笔买入,"2380900,3.34000,0.106312"
13:05:39,002655,共达电声,大笔买入,"475400,13.68000,0.098071"
13:05:36,600609,金杯汽车,大笔买入,"4860702,7.57000,0.098694"
13:05:30,002060,广东建工,大笔买入,"1799100,3.56000,0.020057"
13:05:24,002655,共达电声,大笔买入,"427600,13.68000,0.099678"
13:05:07,300651,金陵体育,大笔买入,"101700,14.39000,0.107634"
13:04:49,300651,金陵体育,大笔买入,"158400,14.40000,0.100763"
13:04:22,832978,开特股份,大笔买入,"100665,19.45000,0.202845"
13:04:12,001277,速达股份,大笔买入,"28900,38.14000,0.030278"
13:03:55,301379,天山电子,大笔买入,"175620,22.47000,0.026472"
13:03:54,000619,海螺新材,大笔买入,"647500,6.12000,0.021703"
13:03:52,300172,中电环保,大笔买入,"646000,5.13000,0.026000"
13:03:40,603122,合富中国,大笔买入,"213500,7.52000,0.053221"
13:03:28,301596,瑞迪智驱,大笔买入,"15900,146.30000,0.199967"
13:03:21,001391,国货航,大笔买入,"983700,7.36000,0.035162"
13:03:18,002513,蓝丰生化,大笔买入,"297400,4.50000,0.025057"
13:03:15,002298,中电兴发,大笔买入,"869400,5.28000,0.039370"
13:03:15,001391,国货航,大笔买入,"932400,7.31000,0.029536"
13:03:15,000949,新乡化纤,大笔买入,"2463000,4.25000,0.029126"
13:03:06,002437,誉衡药业,大笔买入,"5684200,2.58000,0.019763"
13:03:03,002570,贝因美,大笔买入,"2096200,4.40000,0.040380"
13:02:48,002530,金财互联,大笔买入,"747400,13.23000,0.048298"
13:02:45,002103,广博股份,大笔买入,"463400,10.49000,0.028431"
13:02:37,300139,晓程科技,大笔买入,"334200,17.42000,0.012798"
13:02:33,002065,东华软件,大笔买入,"9524600,8.59000,0.099872"
13:02:31,300232,洲明科技,大笔买入,"997800,8.71000,0.195355"
13:02:16,301596,瑞迪智驱,大笔买入,"140400,146.30000,0.187090"
13:02:15,002706,良信股份,大笔买入,"1438500,7.18000,0.048105"
13:02:06,001266,宏英智能,大笔买入,"55600,26.40000,0.095970"
13:02:00,430425,乐创技术,大笔买入,"50000,20.83000,0.064909"
13:01:55,300651,金陵体育,大笔买入,"100700,14.25000,0.080916"
13:01:39,002778,中晟高科,大笔买入,"202500,18.59000,0.073538"
13:01:28,301168,通灵股份,大笔买入,"80300,29.69000,0.043570"
13:01:27,835305,云创数据,大笔买入,"101813,31.58000,0.281137"
13:01:13,301439,泓淋电力,大笔买入,"295953,19.21000,0.152553"
13:01:07,301602,超研股份,大笔买入,"62700,23.50000,0.059991"
13:01:05,688152,麒麟信安,大笔买入,"32100,64.61000,0.068817"
13:01:04,301596,瑞迪智驱,大笔买入,"25000,142.68000,0.164780"
13:01:04,300344,立方数科,大笔买入,"662700,6.69000,0.068362"
13:01:01,688411,C海博,大笔买入,"50745,65.88000,0.080886"
13:01:00,002858,力盛体育,大笔买入,"238300,13.46000,0.098776"
13:00:58,301596,瑞迪智驱,大笔买入,"21600,142.00000,0.161089"
13:00:52,301339,通行宝,大笔买入,"235900,21.22000,0.011916"
13:00:49,301596,瑞迪智驱,大笔买入,"30800,141.16000,0.157808"
13:00:48,688758,赛分科技,大笔买入,"100953,15.55000,0.027081"
13:00:47,605001,威奥股份,大笔买入,"442500,6.70000,0.007519"
13:00:46,300725,药石科技,大笔买入,"206358,37.23000,0.129669"
13:00:40,301602,超研股份,大笔买入,"86300,23.67000,0.058187"
13:00:40,301596,瑞迪智驱,大笔买入,"19200,141.16000,0.148622"
13:00:37,300651,金陵体育,大笔买入,"89100,14.09000,0.070992"
13:00:36,002858,力盛体育,大笔买入,"246300,13.30000,0.093061"
13:00:35,603215,比依股份,大笔买入,"143600,17.40000,0.045045"
13:00:32,835305,云创数据,大笔买入,"81168,31.06000,0.241490"
13:00:30,001266,宏英智能,大笔买入,"39701,26.30000,0.092646"
13:00:27,002858,力盛体育,大笔买入,"301200,13.38000,0.092245"
13:00:25,301596,瑞迪智驱,大笔买入,"92100,138.80000,0.132710"
13:00:25,300651,金陵体育,大笔买入,"82300,13.96000,0.064885"
13:00:22,301596,瑞迪智驱,大笔买入,"26900,138.10000,0.128035"
13:00:21,001395,C亚联,大笔买入,"19500,52.47000,0.270594"
13:00:19,301596,瑞迪智驱,大笔买入,"25800,137.53000,0.126969"
13:00:18,001277,速达股份,大笔买入,"50400,38.28000,0.027575"
13:00:16,301596,瑞迪智驱,大笔买入,"17900,137.40000,0.120899"
13:00:16,301230,泓博医药,大笔买入,"110570,30.68000,0.051706"
13:00:14,838227,美登科技,大笔买入,"23475,55.14000,0.054545"
13:00:12,603190,亚通精工,大笔买入,"48500,22.72000,0.011581"
13:00:12,605567,春雪食品,大笔买入,"236500,8.73000,0.015116"
13:00:12,000852,石化机械,大笔买入,"952900,6.44000,0.006270"
13:00:11,603716,塞力医疗,大笔买入,"254300,8.05000,0.032051"
13:00:11,688726,拉普拉斯,大笔买入,"87396,49.40000,0.040657"
13:00:10,301596,瑞迪智驱,大笔买入,"21904,136.00000,0.115486"
13:00:09,920108,宏海科技,大笔买入,"68458,18.99000,-0.017116"
13:00:09,839680,广道数字,大笔买入,"101674,18.88000,0.068478"
13:00:09,838924,广脉科技,大笔买入,"227454,20.00000,0.121076"
13:00:09,001395,C亚联,大笔买入,"28000,50.80000,0.222195"
13:00:08,835305,云创数据,大笔买入,"115177,31.00000,0.240689"
13:00:08,834021,流金科技,大笔买入,"270232,6.40000,0.050820"
13:00:07,300766,每日互动,大笔买入,"541700,39.96000,0.150720"
13:00:06,920116,星图测控,大笔买入,"32494,51.70000,0.024444"
13:00:06,920108,宏海科技,大笔买入,"172565,18.95000,-0.020228"
13:00:06,920106,林泰新材,大笔买入,"21827,58.10000,0.029754"
13:00:06,920060,万源通,大笔买入,"32466,33.20000,0.033645"
13:00:06,873223,荣亿精密,大笔买入,"136456,11.63000,0.063245"
13:00:06,872953,国子软件,大笔买入,"44355,39.12000,0.096105"
13:00:06,872374,云里物里,大笔买入,"35819,38.18000,0.030574"
13:00:06,872190,雷神科技,大笔买入,"108634,39.44000,0.130145"
13:00:06,871981,晶赛科技,大笔买入,"48970,32.30000,0.050407"
13:00:06,870976,视声智能,大笔买入,"84031,26.88000,0.033153"
13:00:06,839790,联迪信息,大笔买入,"102661,41.54000,0.186595"
13:00:06,838924,广脉科技,大笔买入,"62957,20.00000,0.113229"
13:00:06,837212,智新电子,大笔买入,"89987,17.56000,0.030588"
13:00:06,837092,汉鑫科技,大笔买入,"82088,45.78000,0.084366"
13:00:06,836414,欧普泰,大笔买入,"109443,12.09000,0.128731"
13:00:06,835670,数字人,大笔买入,"131167,18.98000,0.039335"
13:00:06,835305,云创数据,大笔买入,"322557,30.98000,0.221466"
13:00:06,834415,恒拓开源,大笔买入,"191039,19.26000,0.156381"
13:00:06,002530,金财互联,大笔买入,"1514700,13.36000,0.057007"
13:00:06,001356,富岭股份,大笔买入,"136670,15.25000,-0.011061"
13:00:06,001395,C亚联,大笔买入,"48500,50.00000,0.219995"
13:00:06,002177,御银股份,大笔买入,"680113,5.00000,0.026694"
13:00:06,002065,东华软件,大笔买入,"5518730,8.42000,0.081946"
13:00:06,001266,宏英智能,大笔买入,"113900,26.05000,0.084337"
13:00:06,000554,泰山石油,大笔买入,"1028800,5.98000,0.006723"
13:00:06,000532,华金资本,大笔买入,"585000,19.00000,0.074053"
13:00:05,832876,慧为智能,大笔买入,"95610,29.23000,0.073676"
13:00:05,832149,利尔达,大笔买入,"148945,12.47000,0.112802"
13:00:05,832000,安徽凤凰,大笔买入,"48836,21.91000,0.050864"
13:00:05,831010,凯添燃气,大笔买入,"233064,8.05000,0.052356"
13:00:05,830964,润农节水,大笔买入,"157184,7.22000,0.048105"
13:00:05,830799,艾融软件,大笔买入,"131254,70.18000,0.122514"
13:00:04,600491,龙元建设,大笔买入,"1883400,3.71000,0.008152"
13:00:04,605208,永茂泰,大笔买入,"346770,7.90000,0.028646"
11:29:51,001395,C亚联,大笔买入,"113978,47.89000,0.180640"
11:29:49,301369,联动科技,大笔买入,"76600,55.35000,0.010774"
11:29:42,830964,润农节水,大笔买入,"157180,7.17000,0.043732"
11:29:28,688426,康为世纪,大笔买入,"44992,23.90000,-0.002920"
11:29:27,002712,思美传媒,大笔买入,"543700,5.81000,0.010453"
11:29:14,835305,云创数据,大笔买入,"103348,29.96000,0.201442"
11:29:08,920128,胜业电气,大笔买入,"37409,29.24000,0.025965"
11:29:00,003001,中岩大地,大笔买入,"75200,42.35000,0.042087"
11:28:48,001330,博纳影业,大笔买入,"1690400,5.12000,0.007874"
11:28:46,300561,汇金科技,大笔买入,"188900,56.00000,0.068091"
11:28:42,001395,C亚联,大笔买入,"24160,48.20000,0.178196"
11:28:42,000056,皇庭国际,大笔买入,"1029900,2.82000,0.032967"
11:28:35,837592,华信永道,大笔买入,"52405,67.17000,0.108924"
11:28:34,300344,立方数科,大笔买入,"967600,6.52000,0.034976"
11:28:24,001395,C亚联,大笔买入,"34200,48.12000,0.177218"
11:28:21,001395,C亚联,大笔买入,"21100,48.16000,0.176974"
11:28:19,300077,国民技术,大笔买入,"607000,25.05000,0.049057"
11:28:14,839946,华阳变速,大笔买入,"1129014,10.67000,0.299635"
11:28:08,839946,华阳变速,大笔买入,"196848,10.65000,0.293544"
11:28:02,839946,华阳变速,大笔买入,"135092,10.58000,0.285018"
11:27:51,001266,宏英智能,大笔买入,"54700,26.48000,0.099709"
11:27:42,002795,永和智控,大笔买入,"542900,5.03000,0.002000"
11:27:38,839946,华阳变速,大笔买入,"200995,10.27000,0.254568"
11:27:36,001395,C亚联,大笔买入,"24287,47.58000,0.163041"
11:27:36,001266,宏英智能,大笔买入,"46400,26.46000,0.099294"
11:27:35,872953,国子软件,大笔买入,"38000,38.84000,0.089941"
11:27:33,839946,华阳变速,大笔买入,"112270,10.23000,0.247259"
11:27:30,001395,C亚联,大笔买入,"27900,47.35000,0.156197"
11:27:24,831445,龙竹科技,大笔买入,"167297,8.30000,0.047980"
11:27:21,001266,宏英智能,大笔买入,"46700,26.42000,0.096801"
11:27:06,605006,山东玻纤,大笔买入,"893700,6.31000,0.019386"
11:26:58,301316,慧博云通,大笔买入,"256600,25.01000,0.019984"
11:26:55,301079,邵阳液压,大笔买入,"74000,16.20000,0.008095"
11:26:42,000756,新华制药,大笔买入,"713700,15.38000,0.007208"
11:26:25,839946,华阳变速,大笔买入,"105500,10.01000,0.218027"
11:25:33,002095,生 意 宝,大笔买入,"327900,19.07000,0.034109"
11:25:30,002313,日海智能,大笔买入,"429100,9.71000,0.005171"
11:25:19,301315,威士顿,大笔买入,"41315,62.01000,0.036963"
11:25:15,002735,王子新材,大笔买入,"318700,9.36000,0.020742"
11:25:01,301110,青木科技,大笔买入,"98812,61.28000,0.000817"
11:24:58,300254,仟源医药,大笔买入,"281100,9.34000,0.075058"
11:24:49,301131,聚赛龙,大笔买入,"28700,36.31000,0.006656"
11:24:45,000981,山子高科,大笔买入,"9198800,2.34000,0.074074"
11:24:36,002530,金财互联,大笔买入,"720100,13.15000,0.039588"
11:24:18,001266,宏英智能,大笔买入,"73660,26.14000,0.085584"
11:24:06,002593,日上集团,大笔买入,"669600,5.14000,0.025948"
11:24:00,000533,顺钠股份,大笔买入,"927400,6.37000,0.009524"
11:23:59,688230,芯导科技,大笔买入,"39431,48.46000,0.008533"
11:23:57,001391,国货航,大笔买入,"858100,7.19000,0.011252"
11:23:54,832171,志晟信息,大笔买入,"114996,23.55000,0.299669"
11:23:51,832171,志晟信息,大笔买入,"308846,23.55000,0.296909"
11:23:48,000981,山子高科,大笔买入,"7773173,2.31000,0.069444"
11:23:36,002936,郑州银行,大笔买入,"6922457,2.03000,0.015000"
11:23:33,000533,顺钠股份,大笔买入,"1217400,6.30000,0.001587"
11:23:28,300688,创业黑马,大笔买入,"329050,35.05000,0.041010"
11:23:24,832171,志晟信息,大笔买入,"101623,23.00000,0.269316"
11:23:16,300249,依米康,大笔买入,"381100,12.90000,0.031200"
11:23:06,601975,招商南油,大笔买入,"5239212,3.17000,0.003165"
11:23:00,001266,宏英智能,大笔买入,"82101,26.09000,0.076444"
11:22:55,301210,金杨股份,大笔买入,"31900,41.36000,-0.026384"
11:22:52,838227,美登科技,大笔买入,"20920,54.42000,0.040766"
11:22:35,600202,哈空调,大笔买入,"423200,4.64000,0.010893"
11:22:07,600778,友好集团,大笔买入,"492400,6.80000,0.016442"
11:21:57,001391,国货航,大笔买入,"1227127,7.16000,0.007032"
11:21:57,001266,宏英智能,大笔买入,"89000,25.80000,0.073120"
11:21:54,600785,新华百货,大笔买入,"235500,11.68000,0.099812"
11:21:51,002630,华西能源,大笔买入,"1216700,3.90000,0.020942"
11:21:51,600785,新华百货,大笔买入,"705600,11.59000,0.091337"
11:21:33,002630,华西能源,大笔买入,"4892700,3.88000,0.013089"
11:20:51,002560,通达股份,大笔买入,"1749930,6.82000,0.100000"
11:20:24,001395,C亚联,大笔买入,"24327,47.15000,0.155708"
11:20:21,002560,通达股份,大笔买入,"1062000,6.75000,0.090323"
11:20:18,001395,C亚联,大笔买入,"31107,47.00000,0.148863"
11:20:12,001395,C亚联,大笔买入,"23990,46.90000,0.141530"
11:20:03,002103,广博股份,大笔买入,"520400,10.69000,0.047059"
11:19:57,001395,C亚联,大笔买入,"24500,46.55000,0.136641"
11:19:52,301252,同星科技,大笔买入,"33900,37.25000,0.031856"
11:19:39,002560,通达股份,大笔买入,"594800,6.77000,0.098387"
11:19:31,301336,趣睡科技,大笔买入,"35400,54.50000,-0.030422"
11:19:19,301252,同星科技,大笔买入,"60700,37.16000,0.030471"
11:19:15,832171,志晟信息,大笔买入,"145219,23.00000,0.269316"
11:19:12,001266,宏英智能,大笔买入,"306400,25.93000,0.099709"
11:18:54,834770,艾能聚,大笔买入,"85282,20.50000,0.184971"
11:18:34,301606,绿联科技,大笔买入,"52103,44.27000,0.003402"
11:18:24,001395,C亚联,大笔买入,"27400,46.50000,0.136397"
11:18:19,301568,思泰克,大笔买入,"53446,42.14000,0.004052"
11:18:17,600671,ST目药,大笔买入,"172400,9.76000,0.002053"
11:18:15,002717,岭南股份,大笔买入,"2470400,3.36000,0.012048"
11:18:13,300561,汇金科技,大笔买入,"216700,55.00000,0.048827"
11:18:10,301613,新铝时代,大笔买入,"58400,60.61000,-0.011599"
11:18:04,301613,新铝时代,大笔买入,"41400,60.50000,-0.011599"
11:17:57,001395,C亚联,大笔买入,"31107,46.24000,0.129308"
11:17:52,300697,电工合金,大笔买入,"325940,14.43000,0.015482"
11:17:39,001395,C亚联,大笔买入,"36899,46.00000,0.124419"
11:17:37,301192,泰祥股份,大笔买入,"54100,22.48000,-0.027237"
11:17:37,300377,赢时胜,大笔买入,"1214200,29.03000,0.084613"
11:17:30,603108,润达医疗,大笔买入,"1634976,19.12000,0.097589"
11:17:15,001266,宏英智能,大笔买入,"44700,26.38000,0.098878"
11:17:12,001266,宏英智能,大笔买入,"58800,26.45000,0.090569"
11:17:10,301613,新铝时代,大笔买入,"25700,60.50000,-0.011599"
11:17:10,300462,华铭智能,大笔买入,"245100,10.13000,0.018072"
11:17:09,002560,通达股份,大笔买入,"524700,6.67000,0.067742"
11:17:06,002582,好想你,大笔买入,"525100,8.57000,0.003509"
11:16:42,001266,宏英智能,大笔买入,"47600,26.21000,0.088492"
11:16:42,001395,C亚联,大笔买入,"22541,45.90000,0.121975"
11:16:39,001266,宏英智能,大笔买入,"74600,26.20000,0.077690"
11:16:06,002560,通达股份,大笔买入,"577700,6.54000,0.056452"
11:16:03,001395,C亚联,大笔买入,"43200,45.80000,0.119531"
11:15:45,002560,通达股份,大笔买入,"599700,6.47000,0.045161"
11:15:43,301208,中亦科技,大笔买入,"253600,43.19000,0.197555"
11:15:40,301208,中亦科技,大笔买入,"94400,43.10000,0.172270"
11:15:37,301208,中亦科技,大笔买入,"51800,42.19000,0.166991"
11:15:34,301208,中亦科技,大笔买入,"57860,42.00000,0.166991"
11:15:33,001395,C亚联,大笔买入,"23592,46.37000,0.134197"
11:15:24,001395,C亚联,大笔买入,"22100,46.50000,0.131264"
11:15:24,001266,宏英智能,大笔买入,"115500,25.81000,0.075613"
11:15:06,001395,C亚联,大笔买入,"46300,45.12000,0.101442"
11:15:03,001395,C亚联,大笔买入,"45000,45.06000,0.097531"
11:15:00,001395,C亚联,大笔买入,"22800,44.90000,0.096065"
11:14:38,920060,万源通,大笔买入,"42736,33.00000,0.028037"
11:14:34,300921,南凌科技,大笔买入,"121000,30.00000,0.043841"
11:14:31,300990,同飞股份,大笔买入,"112600,42.00000,0.051218"
11:14:09,001266,宏英智能,大笔买入,"53500,26.20000,0.080183"
11:14:04,300352,北信源,大笔买入,"1399100,6.53000,0.000000"
11:13:58,301208,中亦科技,大笔买入,"54700,41.87000,0.161434"
11:13:56,832876,慧为智能,大笔买入,"45903,27.70000,0.025546"
11:13:37,301429,森泰股份,大笔买入,"118500,16.85000,0.014449"
11:13:31,301380,挖金客,大笔买入,"37100,52.17000,0.029400"
11:13:31,301208,中亦科技,大笔买入,"57800,39.59000,0.093637"
11:13:30,002307,北新路桥,大笔买入,"1346200,3.62000,0.025424"
11:13:24,001266,宏英智能,大笔买入,"61200,25.95000,0.072705"
11:13:01,301633,港迪技术,大笔买入,"17900,87.78000,0.014799"
11:13:01,301232,飞沃科技,大笔买入,"46800,25.81000,0.015748"
11:12:33,000691,亚太实业,大笔买入,"350500,3.04000,0.023649"
11:12:21,002103,广博股份,大笔买入,"1675100,10.52000,0.035294"
11:12:16,301208,中亦科技,大笔买入,"46900,39.44000,0.097527"
11:12:14,603612,索通发展,大笔买入,"597700,15.99000,0.099725"
11:12:10,600408,安泰集团,大笔买入,"1227200,1.94000,0.010417"
11:12:09,001395,C亚联,大笔买入,"39641,44.53000,0.089709"
11:12:00,001266,宏英智能,大笔买入,"42063,25.48000,0.057333"
11:11:34,300071,福石控股,大笔买入,"1757600,6.02000,0.006689"
11:11:33,835579,机科股份,大笔买入,"64148,21.00000,0.053688"
11:11:24,839493,并行科技,大笔买入,"189261,140.07000,0.299954"
11:11:21,002495,佳隆股份,大笔买入,"1169200,2.39000,0.021368"
11:11:18,839493,并行科技,大笔买入,"40455,140.06000,0.299304"
11:11:18,003023,彩虹集团,大笔买入,"130200,17.96000,0.007848"
11:11:15,839493,并行科技,大笔买入,"36186,140.00000,0.299304"
11:11:12,839493,并行科技,大笔买入,"35180,140.00000,0.299304"
11:11:10,301208,中亦科技,大笔买入,"88340,39.99000,0.111142"
11:11:09,001395,C亚联,大笔买入,"40800,44.80000,0.095576"
11:10:51,001395,C亚联,大笔买入,"24500,44.52000,0.087509"
11:10:43,301208,中亦科技,大笔买入,"49400,40.02000,0.111420"
11:10:42,001395,C亚联,大笔买入,"22900,44.44000,0.085309"
11:10:39,001395,C亚联,大笔买入,"81449,44.40000,0.076509"
11:10:33,001395,C亚联,大笔买入,"32400,44.00000,0.075532"
11:10:31,301208,中亦科技,大笔买入,"65480,39.40000,0.100028"
11:10:29,600410,华胜天成,大笔买入,"3531800,9.90000,0.097561"
11:10:24,001266,宏英智能,大笔买入,"58640,25.33000,0.051516"
11:10:21,839946,华阳变速,大笔买入,"110205,9.79000,0.196102"
11:10:19,301208,中亦科技,大笔买入,"98400,39.38000,0.086691"
11:10:09,001395,C亚联,大笔买入,"25300,44.44000,0.087754"
11:10:05,600410,华胜天成,大笔买入,"2795000,9.65000,0.069845"
11:10:04,301208,中亦科技,大笔买入,"105500,38.59000,0.072520"
11:10:02,600410,华胜天成,大笔买入,"3246079,9.55000,0.058758"
11:09:59,600410,华胜天成,大笔买入,"1743900,9.49000,0.052106"
11:09:56,600410,华胜天成,大笔买入,"5398500,9.46000,0.048780"
11:09:54,831726,朱老六,大笔买入,"123971,19.34000,0.020053"
11:09:45,001395,C亚联,大笔买入,"41200,43.69000,0.065754"
11:09:39,870726,鸿智科技,大笔买入,"51000,24.60000,0.034034"
11:09:28,301536,星宸科技,大笔买入,"52000,78.08000,0.026447"
11:09:19,301536,星宸科技,大笔买入,"47700,77.97000,0.024474"
11:09:13,301602,超研股份,大笔买入,"74163,22.65000,0.022102"
11:09:12,001395,C亚联,大笔买入,"30000,43.54000,0.065021"
11:09:06,001395,C亚联,大笔买入,"22940,43.57000,0.066976"
11:09:02,688227,品高股份,大笔买入,"66000,37.47000,0.134773"
11:08:57,001395,C亚联,大笔买入,"29800,43.61000,0.067954"
11:08:39,001395,C亚联,大笔买入,"32420,43.57000,0.064776"
11:08:36,001395,C亚联,大笔买入,"29201,43.56000,0.058176"
11:08:24,001395,C亚联,大笔买入,"56000,43.05000,0.052310"
11:08:22,301600,慧翰股份,大笔买入,"17600,190.00000,0.094470"
11:08:13,300613,富瀚微,大笔买入,"253000,70.13000,0.065946"
11:08:06,001395,C亚联,大笔买入,"28521,42.51000,0.039110"
11:08:03,001395,C亚联,大笔买入,"25700,42.51000,0.036177"
11:07:57,920108,宏海科技,大笔买入,"65262,18.05000,-0.063797"
11:07:48,001395,C亚联,大笔买入,"24600,42.15000,0.027133"
11:07:36,001395,C亚联,大笔买入,"25900,41.82000,0.021755"
11:07:33,832171,志晟信息,大笔买入,"75715,20.85000,0.150662"
11:07:27,001395,C亚联,大笔买入,"27900,41.62000,0.016622"
11:07:22,301230,泓博医药,大笔买入,"144430,30.10000,0.036884"
11:06:55,301392,汇成真空,大笔买入,"66600,72.25000,0.001805"
11:06:51,002757,南兴股份,大笔买入,"494600,17.58000,0.013881"
11:06:45,001278,一彬科技,大笔买入,"94600,16.70000,0.015207"
11:06:19,301261,恒工精密,大笔买入,"53900,60.63000,0.008486"
11:06:17,603063,禾望电气,大笔买入,"669500,30.34000,0.098877"
11:06:10,301208,中亦科技,大笔买入,"123500,38.05000,0.056960"
11:05:58,301208,中亦科技,大笔买入,"53000,37.93000,0.050570"
11:05:57,002122,汇洲智能,大笔买入,"2437300,5.19000,0.070686"
11:05:57,001266,宏英智能,大笔买入,"59100,25.07000,0.036560"
11:05:52,301538,骏鼎达,大笔买入,"15450,73.81000,0.012332"
11:05:45,836871,派特尔,大笔买入,"70500,16.51000,0.300000"
11:05:42,836871,派特尔,大笔买入,"152518,16.51000,0.300000"
11:05:19,301208,中亦科技,大笔买入,"107900,37.75000,0.047791"
11:05:16,301512,智信精密,大笔买入,"26800,49.21000,-0.033366"
11:05:06,002122,汇洲智能,大笔买入,"2740100,5.07000,0.047817"
11:04:39,832171,志晟信息,大笔买入,"73849,20.85000,0.150662"
11:04:15,001266,宏英智能,大笔买入,"55100,24.70000,0.026174"
11:04:10,300838,浙江力诺,大笔买入,"110500,14.26000,0.006351"
11:03:54,834770,艾能聚,大笔买入,"175732,20.20000,0.168786"
11:03:42,002830,名雕股份,大笔买入,"80700,13.38000,0.002996"
11:03:36,002945,华林证券,大笔买入,"2702800,16.47000,0.100200"
11:03:30,835892,中科美菱,大笔买入,"136100,13.93000,0.023512"
11:03:12,002086,东方海洋,大笔买入,"929500,2.56000,0.032389"
11:03:07,301596,瑞迪智驱,大笔买入,"21000,134.30000,0.100640"
11:03:01,301596,瑞迪智驱,大笔买入,"24200,133.99000,0.098917"
11:02:59,834770,艾能聚,大笔买入,"100250,20.00000,0.156069"
11:02:43,300254,仟源医药,大笔买入,"336500,9.06000,0.046189"
11:02:25,301380,挖金客,大笔买入,"32900,52.82000,0.043410"
11:02:13,300571,平治信息,大笔买入,"130800,30.65000,0.066551"
11:02:10,301280,珠城科技,大笔买入,"31200,47.50000,0.005291"
11:02:10,300611,美力科技,大笔买入,"150400,12.53000,0.012116"
11:02:01,301312,智立方,大笔买入,"27700,47.16000,0.015298"
11:02:01,301380,挖金客,大笔买入,"33600,52.61000,0.037096"
11:01:49,301558,三态股份,大笔买入,"306800,9.11000,0.008859"
11:01:49,300046,台基股份,大笔买入,"325600,35.06000,0.030891"
11:01:45,833751,惠同新材,大笔买入,"116593,13.51000,0.015015"
11:01:40,688511,天微电子,大笔买入,"114877,13.65000,0.036446"
11:01:34,301178,天亿马,大笔买入,"74500,30.18000,0.042487"
11:01:13,301380,挖金客,大笔买入,"45900,52.04000,0.026638"
11:01:13,300237,美晨科技,大笔买入,"1621500,2.15000,0.048780"
11:01:04,300120,经纬辉开,大笔买入,"1074586,9.64000,0.026824"
11:01:01,300996,普联软件,大笔买入,"217080,27.80000,0.004697"
11:00:55,301077,星华新材,大笔买入,"184800,28.64000,0.023588"
11:00:36,000880,潍柴重机,大笔买入,"181800,19.80000,0.051514"
11:00:33,832876,慧为智能,大笔买入,"39817,27.29000,0.007034"
11:00:31,301380,挖金客,大笔买入,"57400,51.52000,0.016377"
11:00:25,300493,润欣科技,大笔买入,"565400,29.65000,0.025703"
11:00:06,003015,日久光电,大笔买入,"251300,16.97000,0.017996"
11:00:01,300493,润欣科技,大笔买入,"510200,29.20000,0.014241"
10:59:58,301399,英特科技,大笔买入,"39100,27.57000,0.002909"
10:59:56,603612,索通发展,大笔买入,"1838600,15.98000,0.099037"
10:59:43,301157,华塑科技,大笔买入,"26300,52.00000,0.021210"
10:59:42,002291,遥望科技,大笔买入,"1022200,6.85000,0.026906"
10:59:33,002570,贝因美,大笔买入,"1110200,4.30000,0.023753"
10:59:09,001223,欧克科技,大笔买入,"122800,48.29000,0.089282"
10:58:58,301607,富特科技,大笔买入,"27910,38.24000,0.037531"
10:58:43,603207,小方制药,大笔买入,"47700,27.60000,0.014333"
10:58:42,002418,康盛股份,大笔买入,"1975400,2.98000,0.024055"
10:58:33,000710,贝瑞基因,大笔买入,"677500,9.59000,0.099771"
10:58:25,301600,慧翰股份,大笔买入,"21200,186.38000,0.072753"
10:58:12,002137,实益达,大笔买入,"460500,8.69000,0.016374"
10:57:33,000710,贝瑞基因,大笔买入,"417500,9.58000,0.090596"
10:57:24,603110,东方材料,大笔买入,"271100,19.30000,0.094104"
10:57:12,002530,金财互联,大笔买入,"916800,12.90000,0.020586"
10:56:57,003005,竞业达,大笔买入,"109900,36.52000,-0.005696"
