时间,代码,名称,板块,相关信息
10:02:19,300630,*ST普利,大笔买入,"2662033,2.84000,0.189873"
10:02:13,600337,美克家居,大笔买入,"1601000,1.71000,0.030120"
10:02:09,839946,华阳变速,大笔买入,"135775,10.00000,0.218027"
10:02:06,001356,富岭股份,大笔买入,"180100,14.91000,-0.029278"
10:02:06,000010,美丽生态,大笔买入,"663700,2.94000,0.013793"
10:02:05,600207,安彩高科,大笔买入,"2711500,4.70000,0.098131"
10:01:57,002369,卓翼科技,大笔买入,"883300,7.35000,0.068513"
10:01:55,300630,*ST普利,大笔买入,"578500,2.84000,0.194093"
10:01:52,301318,维海德,大笔买入,"65550,35.66000,0.020297"
10:01:43,301279,金道科技,大笔买入,"53700,22.33000,0.027176"
10:01:34,300630,*ST普利,大笔买入,"412400,2.76000,0.160338"
10:01:30,002369,卓翼科技,大笔买入,"1610403,7.23000,0.056851"
10:01:15,002094,青岛金王,大笔买入,"856500,5.51000,0.027985"
10:01:13,300691,联合光电,大笔买入,"321700,22.08000,0.046578"
10:01:10,300956,英力股份,大笔买入,"108900,22.70000,0.011607"
10:01:06,002965,祥鑫科技,大笔买入,"211000,50.30000,0.031557"
10:01:04,301371,敷尔佳,大笔买入,"118000,35.48000,0.006254"
10:01:04,301596,瑞迪智驱,大笔买入,"14000,133.01000,0.093340"
10:01:03,000736,中交地产,大笔买入,"863400,6.75000,0.046512"
10:00:55,301556,托普云农,大笔买入,"27200,98.45000,0.019673"
10:00:53,430564,天润科技,大笔买入,"64014,18.10000,0.005556"
10:00:48,002418,康盛股份,大笔买入,"1559700,2.96000,0.017182"
10:00:46,300566,激智科技,大笔买入,"277100,21.10000,0.036909"
10:00:43,301439,泓淋电力,大笔买入,"209500,19.10000,0.146547"
10:00:31,300691,联合光电,大笔买入,"400200,21.85000,0.040875"
10:00:30,002858,力盛体育,大笔买入,"163000,13.14000,0.069388"
10:00:19,301596,瑞迪智驱,大笔买入,"15900,132.99000,0.093750"
10:00:16,301596,瑞迪智驱,大笔买入,"38100,133.35000,0.086368"
10:00:09,002892,科力尔,大笔买入,"490500,18.35000,-0.000545"
10:00:07,301160,翔楼新材,大笔买入,"49100,70.50000,0.065608"
10:00:07,603887,城地香江,大笔买入,"2542784,16.25000,0.097973"
10:00:06,002076,星光股份,大笔买入,"1473800,3.35000,0.006006"
09:59:54,000681,视觉中国,大笔买入,"1087600,27.07000,0.055469"
09:59:52,603110,东方材料,大笔买入,"220600,18.17000,0.030045"
09:59:51,000681,视觉中国,大笔买入,"902200,27.02000,0.054297"
09:59:36,001288,运机集团,大笔买入,"88600,31.30000,0.047874"
09:59:32,836871,派特尔,大笔买入,"77946,16.51000,0.300000"
09:59:28,301105,鸿铭股份,大笔买入,"78903,30.25000,0.038422"
09:59:27,002593,日上集团,大笔买入,"713100,5.10000,0.015968"
09:59:27,000681,视觉中国,大笔买入,"791500,26.80000,0.046875"
09:59:25,301191,菲菱科思,大笔买入,"30100,92.73000,-0.003332"
09:59:21,603729,龙韵股份,大笔买入,"147800,16.50000,0.001214"
09:59:19,301596,瑞迪智驱,大笔买入,"30900,129.96000,0.065945"
09:59:04,301596,瑞迪智驱,大笔买入,"21820,129.90000,0.065453"
09:59:01,301598,博科测试,大笔买入,"16800,76.70000,0.026070"
09:58:57,003018,金富科技,大笔买入,"401600,9.88000,0.011294"
09:58:52,301596,瑞迪智驱,大笔买入,"23000,129.88000,0.065289"
09:58:34,605555,德昌股份,大笔买入,"153100,26.46000,0.001135"
09:58:25,300651,金陵体育,大笔买入,"134400,13.33000,0.015267"
09:58:19,301179,泽宇智能,大笔买入,"137920,18.65000,0.026968"
09:58:09,000056,皇庭国际,大笔买入,"1173700,2.80000,0.025641"
09:58:03,002718,友邦吊顶,大笔买入,"161100,15.89000,-0.094318"
09:57:58,301022,海泰科,大笔买入,"87200,23.34000,0.048825"
09:57:39,836871,派特尔,大笔买入,"555049,16.51000,0.300000"
09:57:36,836871,派特尔,大笔买入,"331389,16.51000,0.300000"
09:57:34,301210,金杨股份,大笔买入,"35800,41.67000,-0.005889"
09:57:33,002115,三维通信,大笔买入,"967900,7.11000,0.012802"
09:57:31,873570,坤博精工,大笔买入,"34503,34.02000,0.075221"
09:57:24,600481,双良节能,大笔买入,"6714468,6.25000,0.100352"
09:57:16,300988,津荣天宇,大笔买入,"245100,19.79000,0.041492"
09:57:16,300189,神农种业,大笔买入,"1049100,3.94000,0.015544"
09:57:10,301596,瑞迪智驱,大笔买入,"20100,128.00000,0.049869"
09:57:07,300988,津荣天宇,大笔买入,"124700,19.84000,0.038866"
09:57:04,301179,泽宇智能,大笔买入,"133700,18.58000,0.022565"
09:56:49,300375,鹏翎股份,大笔买入,"747900,5.02000,0.024540"
09:56:48,002398,垒知集团,大笔买入,"915900,5.18000,0.007797"
09:56:40,301328,维峰电子,大笔买入,"42900,45.47000,-0.013651"
09:56:37,300561,汇金科技,大笔买入,"267200,54.00000,0.029945"
09:56:36,002858,力盛体育,大笔买入,"186200,13.02000,0.057959"
09:56:24,839946,华阳变速,大笔买入,"130753,9.89000,0.204628"
09:56:18,603920,世运电路,大笔买入,"1665776,36.98000,0.099287"
09:56:09,001227,兰州银行,大笔买入,"5282193,2.39000,0.004202"
09:56:02,688758,赛分科技,大笔买入,"97655,15.30000,0.010568"
09:56:01,600527,江南高纤,大笔买入,"1737400,2.23000,0.018265"
09:55:51,002261,拓维信息,大笔买入,"2081100,22.47000,0.099853"
09:55:48,002261,拓维信息,大笔买入,"1352600,22.47000,0.099853"
09:55:48,000897,津滨发展,大笔买入,"3539300,2.31000,0.013216"
09:55:46,300164,通源石油,大笔买入,"590000,4.35000,0.006944"
09:55:45,002305,南国置业,大笔买入,"2397604,1.62000,0.059211"
09:55:45,002261,拓维信息,大笔买入,"1783200,22.47000,0.098385"
09:55:42,002261,拓维信息,大笔买入,"1462800,22.44000,0.097406"
09:55:39,001356,富岭股份,大笔买入,"142200,15.02000,-0.022121"
09:55:37,603291,联合水务,大笔买入,"150900,13.77000,0.019245"
09:55:31,300657,弘信电子,大笔买入,"639500,26.15000,0.030051"
09:55:28,301221,光庭信息,大笔买入,"83700,51.67000,-0.009962"
09:55:25,601005,重庆钢铁,大笔买入,"11672900,1.40000,0.014493"
09:55:09,002718,友邦吊顶,大笔买入,"77800,15.87000,-0.098864"
09:55:04,300036,超图软件,大笔买入,"463200,17.99000,0.049650"
09:55:03,001288,运机集团,大笔买入,"181523,31.20000,0.039170"
09:54:51,002067,景兴纸业,大笔买入,"1453400,4.25000,0.051980"
09:54:48,002965,祥鑫科技,大笔买入,"186700,49.86000,0.020902"
09:54:46,301307,美利信,大笔买入,"112000,21.28000,-0.006996"
09:54:42,002261,拓维信息,大笔买入,"1393600,22.40000,0.094469"
09:54:39,002261,拓维信息,大笔买入,"1134530,22.36000,0.088106"
09:54:34,301488,豪恩汽电,大笔买入,"27500,69.99000,0.079772"
09:54:15,002067,景兴纸业,大笔买入,"1704822,4.21000,0.044554"
09:54:10,301618,长联科技,大笔买入,"40600,85.99000,0.052152"
09:54:04,301551,无线传媒,大笔买入,"156500,61.89000,0.198150"
09:53:54,000903,云内动力,大笔买入,"2405400,2.99000,0.099265"
09:53:51,000801,四川九洲,大笔买入,"1049100,16.00000,0.050591"
09:53:49,301488,豪恩汽电,大笔买入,"27000,69.21000,0.064651"
09:53:45,000903,云内动力,大笔买入,"2146400,2.99000,0.095588"
09:53:40,301098,金埔园林,大笔买入,"206400,8.17000,0.014851"
09:53:39,001389,广合科技,大笔买入,"39630,57.34000,0.014134"
09:53:39,836871,派特尔,大笔买入,"70308,15.80000,0.229134"
09:53:37,300790,宇瞳光学,大笔买入,"1569000,29.82000,0.200000"
09:53:34,300790,宇瞳光学,大笔买入,"1350400,29.82000,0.200000"
09:53:21,688048,长光华芯,大笔买入,"162819,56.52000,0.200000"
09:53:19,301387,光大同创,大笔买入,"43316,36.38000,0.011123"
09:53:12,002576,通达动力,大笔买入,"167600,16.26000,0.027146"
09:53:11,836699,海达尔,大笔买入,"27200,44.27000,0.015367"
09:53:10,300807,天迈科技,大笔买入,"49900,36.93000,0.032078"
09:53:07,301077,星华新材,大笔买入,"39900,28.55000,0.020372"
09:53:07,301009,可靠股份,大笔买入,"140800,11.06000,0.023213"
09:53:03,002656,*ST摩登,大笔买入,"1089200,2.25000,0.051402"
09:53:02,600567,山鹰国际,大笔买入,"6147240,1.78000,0.017143"
09:52:57,688048,长光华芯,大笔买入,"200918,56.52000,0.200000"
09:52:34,300561,汇金科技,大笔买入,"197600,53.97000,0.029563"
09:52:30,003015,日久光电,大笔买入,"294200,16.69000,0.001800"
09:52:27,002218,拓日新能,大笔买入,"1560000,3.53000,0.023324"
09:52:27,002067,景兴纸业,大笔买入,"1170765,4.20000,0.039604"
09:52:15,003015,日久光电,大笔买入,"298100,16.67000,-0.000600"
09:52:06,002269,美邦服饰,大笔买入,"4479300,2.14000,0.024038"
09:51:58,301285,鸿日达,大笔买入,"91900,30.62000,-0.009385"
09:51:52,301628,强达电路,大笔买入,"31000,99.73000,0.002412"
09:51:45,839946,华阳变速,大笔买入,"113830,9.31000,0.138855"
09:51:40,301312,智立方,大笔买入,"28300,46.85000,0.009265"
09:51:34,301160,翔楼新材,大笔买入,"46300,70.32000,0.062736"
09:51:31,301314,科瑞思,大笔买入,"27300,37.79000,0.019428"
09:51:21,000981,山子高科,大笔买入,"12796915,2.20000,0.023148"
09:51:19,301548,崇德科技,大笔买入,"33400,45.36000,0.052020"
09:51:19,300611,美力科技,大笔买入,"158700,12.50000,0.008885"
09:51:16,300323,华灿光电,大笔买入,"1109400,8.51000,0.093470"
09:51:15,002717,岭南股份,大笔买入,"2214500,3.35000,0.009036"
09:51:15,002470,金正大,大笔买入,"5053300,1.94000,0.026316"
09:51:14,600207,安彩高科,大笔买入,"3290900,4.71000,0.100467"
09:51:12,002741,光华科技,大笔买入,"462500,16.53000,0.000606"
09:51:12,002199,东晶电子,大笔买入,"367900,6.70000,0.026074"
09:51:12,871263,莱赛激光,大笔买入,"66525,16.41000,0.043643"
09:51:10,300673,佩蒂股份,大笔买入,"214400,18.02000,-0.007705"
09:51:07,301383,天键股份,大笔买入,"103000,66.01000,0.052295"
09:51:06,836871,派特尔,大笔买入,"65125,15.25000,0.212598"
09:51:04,301129,瑞纳智能,大笔买入,"111900,24.09000,0.005843"
09:51:03,002131,利欧股份,大笔买入,"6294806,4.14000,0.004878"
09:51:00,000628,高新发展,大笔买入,"245000,57.56000,0.035470"
09:50:55,301182,凯旺科技,大笔买入,"39600,35.12000,0.001711"
09:50:46,301261,恒工精密,大笔买入,"56900,59.47000,-0.011647"
09:50:45,001298,好上好,大笔买入,"127200,26.13000,0.028785"
09:50:42,002272,川润股份,大笔买入,"795700,9.02000,0.032037"
09:50:40,300680,隆盛科技,大笔买入,"239700,31.97000,-0.001563"
09:50:36,002778,中晟高科,大笔买入,"201400,18.20000,0.053851"
09:50:36,002031,巨轮智能,大笔买入,"1990600,7.45000,0.047753"
09:50:18,002122,汇洲智能,大笔买入,"2307600,4.90000,0.018711"
09:50:13,301488,豪恩汽电,大笔买入,"43800,67.68000,0.043049"
09:50:13,300680,隆盛科技,大笔买入,"222800,31.90000,-0.003750"
09:50:12,001308,康冠科技,大笔买入,"124705,25.55000,0.040733"
09:50:10,300256,星星科技,大笔买入,"1792700,4.34000,0.011710"
09:50:04,300566,激智科技,大笔买入,"247950,20.51000,0.009350"
09:50:01,301488,豪恩汽电,大笔买入,"31900,67.27000,0.039809"
09:49:57,002115,三维通信,大笔买入,"796900,7.07000,0.007112"
09:49:54,002144,宏达高科,大笔买入,"158400,10.87000,0.073674"
09:49:46,603359,东珠生态,大笔买入,"522300,4.70000,0.015119"
09:49:46,301368,丰立智能,大笔买入,"92600,66.88000,-0.001496"
09:49:44,832149,利尔达,大笔买入,"182707,11.90000,0.073411"
09:49:43,300921,南凌科技,大笔买入,"85300,29.80000,0.038274"
09:49:37,301387,光大同创,大笔买入,"54200,36.06000,0.003893"
09:49:37,301533,威马农机,大笔买入,"38700,30.83000,0.005867"
09:49:31,301266,宇邦新材,大笔买入,"64100,35.68000,0.061370"
09:49:28,601133,柏诚股份,大笔买入,"159200,11.37000,0.000880"
09:49:13,300630,*ST普利,大笔买入,"423700,2.77000,0.172996"
09:49:09,002144,宏达高科,大笔买入,"157100,10.77000,0.060904"
09:49:07,300630,*ST普利,大笔买入,"802497,2.78000,0.168776"
09:49:03,002888,惠威科技,大笔买入,"83900,19.19000,0.018018"
09:49:03,002256,兆新股份,大笔买入,"1585500,2.54000,0.024291"
09:48:57,002055,得润电子,大笔买入,"649100,6.19000,0.023102"
09:48:55,301488,豪恩汽电,大笔买入,"24400,67.01000,0.033791"
09:48:49,300630,*ST普利,大笔买入,"404100,2.73000,0.147679"
09:48:24,920108,宏海科技,大笔买入,"66315,17.26000,-0.104253"
09:48:15,002762,金发拉比,大笔买入,"253100,5.35000,0.022989"
09:48:15,002529,海源复材,大笔买入,"270700,6.61000,0.032864"
09:48:15,002067,景兴纸业,大笔买入,"2101189,4.17000,0.032178"
09:48:07,301093,华兰股份,大笔买入,"107700,24.24000,0.017184"
09:48:01,603004,鼎龙科技,大笔买入,"84000,21.16000,0.005703"
09:47:59,603215,比依股份,大笔买入,"79900,17.18000,0.031832"
09:47:54,603211,晋拓股份,大笔买入,"77300,18.56000,-0.002687"
09:47:51,001314,亿道信息,大笔买入,"83400,52.20000,0.005970"
09:47:43,301598,博科测试,大笔买入,"21500,77.63000,0.042246"
09:47:31,300753,爱朋医疗,大笔买入,"88999,19.68000,-0.002027"
09:47:27,002577,雷柏科技,大笔买入,"633400,23.38000,0.088471"
09:47:10,301419,阿莱德,大笔买入,"44600,33.32000,0.034429"
09:46:58,603887,城地香江,大笔买入,"672100,15.80000,0.067568"
09:46:45,002760,凤形股份,大笔买入,"127400,16.73000,-0.006494"
09:46:40,301600,慧翰股份,大笔买入,"18300,185.98000,0.069009"
09:46:40,603887,城地香江,大笔买入,"660400,15.42000,0.041892"
09:46:39,603110,东方材料,大笔买入,"243200,18.06000,0.023810"
09:46:36,001270,铖昌科技,大笔买入,"105000,28.42000,-0.002106"
09:46:33,002213,大为股份,大笔买入,"415200,18.16000,0.099879"
09:46:27,000710,贝瑞基因,大笔买入,"883100,9.42000,0.083716"
09:46:23,837242,建邦科技,大笔买入,"44203,28.91000,0.021201"
09:46:22,301600,慧翰股份,大笔买入,"21400,185.68000,0.068779"
09:46:06,002861,瀛通通讯,大笔买入,"1472806,18.40000,0.099821"
09:46:06,002702,海欣食品,大笔买入,"606500,4.09000,0.014888"
09:46:06,002369,卓翼科技,大笔买入,"772500,7.17000,0.039359"
09:46:06,001268,联合精密,大笔买入,"53200,19.69000,0.016004"
09:46:06,001288,运机集团,大笔买入,"121200,31.55000,0.050552"
09:46:03,002861,瀛通通讯,大笔买入,"402800,18.40000,0.099821"
09:46:00,002861,瀛通通讯,大笔买入,"1937690,18.40000,0.099821"
09:46:00,001306,夏厦精密,大笔买入,"22900,72.55000,0.037911"
09:46:00,000949,新乡化纤,大笔买入,"1863700,4.20000,0.019417"
09:45:57,603150,万朗磁塑,大笔买入,"81436,32.34000,0.100000"
09:45:46,301439,泓淋电力,大笔买入,"205800,18.98000,0.127327"
09:45:43,301626,苏州天脉,大笔买入,"25000,100.42000,-0.009287"
09:45:42,002861,瀛通通讯,大笔买入,"1250400,18.40000,0.098027"
09:45:40,600157,永泰能源,大笔买入,"44828187,1.60000,0.019108"
09:45:40,301439,泓淋电力,大笔买入,"305800,18.75000,0.130330"
09:45:39,002861,瀛通通讯,大笔买入,"886600,18.37000,0.080096"
09:45:39,002213,大为股份,大笔买入,"306700,18.17000,0.099879"
09:45:38,603215,比依股份,大笔买入,"84000,16.96000,0.018619"
09:45:36,603150,万朗磁塑,大笔买入,"58300,32.33000,0.099660"
09:45:33,002778,中晟高科,大笔买入,"157700,18.00000,0.042270"
09:45:27,002582,好想你,大笔买入,"607900,8.46000,-0.010526"
09:45:27,002369,卓翼科技,大笔买入,"795900,7.05000,0.027697"
09:45:25,301231,荣信文化,大笔买入,"80300,18.94000,0.024946"
09:45:21,002861,瀛通通讯,大笔买入,"194500,17.84000,0.068141"
09:45:18,002861,瀛通通讯,大笔买入,"278700,17.87000,0.064555"
09:45:16,300622,博士眼镜,大笔买入,"133600,53.89000,0.018130"
09:45:12,002861,瀛通通讯,大笔买入,"317800,17.75000,0.053796"
09:45:11,600986,浙文互联,大笔买入,"1746067,7.38000,0.049787"
09:45:10,300921,南凌科技,大笔买入,"84200,29.99000,0.043493"
09:45:09,002861,瀛通通讯,大笔买入,"238200,17.63000,0.049014"
09:45:06,002861,瀛通通讯,大笔买入,"193400,17.55000,0.040048"
09:45:06,000793,华闻集团,大笔买入,"2115000,2.56000,0.036437"
09:45:04,300921,南凌科技,大笔买入,"115100,29.91000,0.041754"
09:45:00,002861,瀛通通讯,大笔买入,"202500,17.32000,0.031082"
09:45:00,002213,大为股份,大笔买入,"1468803,18.17000,0.099879"
09:44:57,002861,瀛通通讯,大笔买入,"340900,17.25000,0.028691"
09:44:54,002184,海得控制,大笔买入,"501747,13.84000,0.013177"
09:44:49,300969,恒帅股份,大笔买入,"43400,104.16000,-0.011450"
09:44:49,301067,显盈科技,大笔买入,"76600,31.22000,0.009974"
09:44:43,301551,无线传媒,大笔买入,"56496,61.94000,0.179453"
09:44:37,301486,致尚科技,大笔买入,"142000,49.09000,-0.001221"
09:44:37,301551,无线传媒,大笔买入,"60300,61.00000,0.175790"
09:44:31,301165,锐捷网络,大笔买入,"69900,66.26000,0.010366"
09:44:30,002861,瀛通通讯,大笔买入,"224900,17.20000,0.029289"
09:44:28,301551,无线传媒,大笔买入,"40200,60.54000,0.164225"
09:44:25,301030,仕净科技,大笔买入,"198280,20.66000,0.099200"
09:44:19,301551,无线传媒,大笔买入,"50500,59.99000,0.150925"
09:44:17,603320,迪贝电气,大笔买入,"169763,17.00000,0.039755"
09:44:15,002458,益生股份,大笔买入,"1146900,8.84000,-0.001131"
09:44:14,603280,南方路机,大笔买入,"58700,23.46000,-0.037341"
09:44:12,002861,瀛通通讯,大笔买入,"173000,17.00000,0.014345"
09:44:09,002596,海南瑞泽,大笔买入,"2319900,3.40000,0.100324"
09:44:06,002163,海南发展,大笔买入,"1237200,8.92000,0.100490"
09:44:04,301488,豪恩汽电,大笔买入,"24500,67.28000,0.037649"
09:44:03,001223,欧克科技,大笔买入,"22900,47.98000,0.068472"
09:44:02,600807,济高发展,大笔买入,"823600,3.16000,0.046358"
09:43:59,688620,安凯微,大笔买入,"229619,20.50000,0.139522"
09:43:55,600186,莲花控股,大笔买入,"2447900,6.49000,0.096284"
09:43:54,002861,瀛通通讯,大笔买入,"222800,16.76000,0.000000"
09:43:54,833533,骏创科技,大笔买入,"38902,40.52000,-0.043386"
09:43:51,002663,普邦股份,大笔买入,"1775100,1.88000,0.021739"
09:43:49,301306,西测测试,大笔买入,"77000,44.80000,0.071258"
09:43:46,300921,南凌科技,大笔买入,"114200,29.96000,0.042450"
09:43:46,600186,莲花控股,大笔买入,"2540900,6.49000,0.096284"
09:43:45,002213,大为股份,大笔买入,"1198200,18.17000,0.099879"
09:43:42,002674,兴业科技,大笔买入,"470600,10.07000,0.091991"
09:43:42,002213,大为股份,大笔买入,"247600,18.17000,0.098668"
09:43:39,002213,大为股份,大笔买入,"230900,18.15000,0.094431"
09:43:34,301323,新莱福,大笔买入,"71600,40.13000,-0.038230"
09:43:30,688515,裕太微-U,大笔买入,"49823,105.60000,0.032662"
09:43:27,001314,亿道信息,大笔买入,"74200,51.60000,-0.006355"
09:43:25,301419,阿莱德,大笔买入,"38500,33.55000,0.039392"
09:43:18,003015,日久光电,大笔买入,"480100,16.08000,-0.034193"
09:43:18,002565,顺灏股份,大笔买入,"1109500,3.11000,0.013029"
09:43:16,301602,超研股份,大笔买入,"57100,22.56000,0.016238"
09:43:16,301488,豪恩汽电,大笔买入,"24100,67.51000,0.043049"
09:43:16,300921,南凌科技,大笔买入,"87100,29.80000,0.035143"
09:43:16,300817,双飞集团,大笔买入,"153000,16.15000,0.027336"
09:43:15,002495,佳隆股份,大笔买入,"837600,2.36000,0.012821"
09:43:15,002031,巨轮智能,大笔买入,"3319600,7.29000,0.022472"
09:43:13,301548,崇德科技,大笔买入,"44700,45.07000,0.045518"
09:43:06,002323,雅博股份,大笔买入,"2150100,1.69000,0.042945"
09:43:02,600467,好当家,大笔买入,"1947500,2.24000,0.018182"
09:43:01,301602,超研股份,大笔买入,"86800,22.49000,0.014434"
09:42:51,001288,运机集团,大笔买入,"86900,30.97000,0.037831"
09:42:46,300817,双飞集团,大笔买入,"133975,16.08000,0.020979"
09:42:30,002398,垒知集团,大笔买入,"763300,5.08000,-0.007797"
09:42:27,002486,嘉麟杰,大笔买入,"1272400,2.43000,0.029787"
09:42:25,301419,阿莱德,大笔买入,"41700,33.78000,0.047767"
09:42:24,002213,大为股份,大笔买入,"209500,17.61000,0.061743"
09:42:19,301221,光庭信息,大笔买入,"45500,51.33000,-0.016475"
09:42:16,301419,阿莱德,大笔买入,"39600,33.65000,0.042804"
09:42:13,301551,无线传媒,大笔买入,"36200,59.98000,0.161334"
09:42:13,301439,泓淋电力,大笔买入,"241800,18.41000,0.109910"
09:42:13,301132,满坤科技,大笔买入,"54100,28.80000,0.019108"
09:42:13,301030,仕净科技,大笔买入,"181300,20.66000,0.098133"
09:42:06,002213,大为股份,大笔买入,"371700,17.41000,0.062349"
09:42:06,002164,宁波东力,大笔买入,"572501,6.10000,0.009934"
09:42:00,003036,泰坦股份,大笔买入,"245100,13.99000,0.031734"
09:41:56,834475,三友科技,大笔买入,"63504,21.20000,0.121100"
09:41:55,301299,卓创资讯,大笔买入,"35400,83.90000,-0.035743"
09:41:52,301419,阿莱德,大笔买入,"61200,32.94000,0.019851"
09:41:50,834475,三友科技,大笔买入,"58272,21.20000,0.121100"
09:41:48,603211,晋拓股份,大笔买入,"114800,18.56000,-0.002687"
09:41:45,600481,双良节能,大笔买入,"2206400,6.10000,0.073944"
09:41:43,300108,*ST吉药,大笔买入,"1029000,1.08000,0.028571"
09:41:40,300952,恒辉安防,大笔买入,"76300,25.44000,0.017600"
09:41:40,300214,日科化学,大笔买入,"469800,6.03000,0.013605"
09:41:36,002691,冀凯股份,大笔买入,"585400,11.12000,0.099901"
09:41:27,000677,恒天海龙,大笔买入,"933925,4.07000,0.022556"
09:41:24,002398,垒知集团,大笔买入,"659800,5.01000,-0.017544"
09:41:23,839167,同享科技,大笔买入,"82100,20.99000,0.051077"
09:41:22,301551,无线传媒,大笔买入,"45700,58.25000,0.123554"
09:41:22,301160,翔楼新材,大笔买入,"53900,69.99000,0.057899"
09:41:18,002713,东易日盛,大笔买入,"534900,4.15000,-0.002398"
09:41:16,600732,爱旭股份,大笔买入,"5114400,12.96000,0.094595"
09:41:16,301551,无线传媒,大笔买入,"36500,58.00000,0.121820"
09:41:16,300622,博士眼镜,大笔买入,"128523,53.51000,0.007554"
09:41:15,002576,通达动力,大笔买入,"187100,16.61000,0.048611"
09:41:15,000004,国华网安,大笔买入,"156400,13.07000,0.100168"
09:41:12,000004,国华网安,大笔买入,"153700,13.07000,0.100168"
09:41:09,000004,国华网安,大笔买入,"312100,13.07000,0.100168"
09:41:07,300956,英力股份,大笔买入,"102100,22.50000,0.004464"
09:41:06,000004,国华网安,大笔买入,"241300,13.07000,0.100168"
09:41:03,000004,国华网安,大笔买入,"134900,13.07000,0.100168"
09:41:00,000004,国华网安,大笔买入,"175800,13.07000,0.099327"
09:40:57,002495,佳隆股份,大笔买入,"890600,2.36000,0.004274"
09:40:54,002354,天娱数科,大笔买入,"1912400,7.52000,0.018970"
09:40:52,300404,博济医药,大笔买入,"392500,9.05000,0.041522"
09:40:48,002247,聚力文化,大笔买入,"852500,2.69000,0.015038"
09:40:48,002211,宏达新材,大笔买入,"654400,3.58000,0.025641"
09:40:43,300093,金刚光伏,大笔买入,"280000,13.23000,0.098007"
09:40:37,300093,金刚光伏,大笔买入,"238500,13.06000,0.083056"
09:40:31,301551,无线传媒,大笔买入,"101600,56.84000,0.096569"
09:40:25,300588,熙菱信息,大笔买入,"320060,16.75000,0.199857"
09:40:22,301551,无线传媒,大笔买入,"55800,56.06000,0.079414"
09:40:21,002213,大为股份,大笔买入,"229800,17.64000,0.068402"
09:40:21,001223,欧克科技,大笔买入,"22300,47.00000,0.051689"
09:40:12,002358,森源电气,大笔买入,"1569200,5.07000,0.047817"
09:40:07,603667,五洲新春,大笔买入,"493800,47.44000,0.074519"
09:39:55,301548,崇德科技,大笔买入,"28145,44.50000,0.035300"
09:39:55,301314,科瑞思,大笔买入,"35900,37.54000,0.012952"
09:39:52,301551,无线传媒,大笔买入,"53200,55.65000,0.077487"
09:39:49,300588,熙菱信息,大笔买入,"436700,16.81000,0.199857"
09:39:48,002067,景兴纸业,大笔买入,"1793200,4.02000,-0.004950"
09:39:37,300725,药石科技,大笔买入,"291200,36.10000,0.094139"
09:39:34,300716,泉为科技,大笔买入,"233600,12.50000,0.033140"
09:39:33,000042,中洲控股,大笔买入,"828495,5.49000,0.093439"
09:39:22,301602,超研股份,大笔买入,"91444,22.46000,0.012630"
09:39:21,001368,通达创智,大笔买入,"62600,23.99000,0.099496"
09:39:19,600811,东方集团,大笔买入,"4208000,1.96000,0.031579"
09:39:15,001368,通达创智,大笔买入,"72800,23.96000,0.099954"
09:39:12,002862,实丰文化,大笔买入,"110800,36.11000,-0.012048"
09:39:09,002122,汇洲智能,大笔买入,"2166300,4.98000,0.035343"
09:39:06,002213,大为股份,大笔买入,"351800,17.56000,0.066586"
09:39:05,839946,华阳变速,大笔买入,"126608,9.40000,0.151035"
09:39:04,605555,德昌股份,大笔买入,"215600,26.34000,-0.003405"
09:39:03,603150,万朗磁塑,大笔买入,"95850,31.01000,0.054762"
09:38:48,000004,国华网安,大笔买入,"160700,12.60000,0.052189"
09:38:46,301598,博科测试,大笔买入,"15600,78.91000,0.055882"
09:38:45,002596,海南瑞泽,大笔买入,"1315700,3.21000,0.035599"
09:38:40,301261,恒工精密,大笔买入,"51400,58.60000,-0.022463"
09:38:39,002760,凤形股份,大笔买入,"110600,16.80000,-0.007084"
09:38:37,301608,博实结,大笔买入,"95071,75.89000,0.010833"
09:38:32,839946,华阳变速,大笔买入,"132824,9.39000,0.143727"
09:38:31,301306,西测测试,大笔买入,"41700,43.82000,0.051650"
09:38:19,301499,维科精密,大笔买入,"40300,27.29000,0.023684"
09:38:18,002418,康盛股份,大笔买入,"1619100,2.93000,0.006873"
09:38:16,300307,慈星股份,大笔买入,"799500,8.64000,0.008159"
09:38:15,839946,华阳变速,大笔买入,"143692,9.29000,0.131547"
09:38:15,000818,航锦科技,大笔买入,"756500,21.58000,0.059055"
09:38:09,001268,联合精密,大笔买入,"54200,19.56000,0.009809"
09:38:07,300295,三六五网,大笔买入,"179900,16.72000,0.007846"
09:38:04,600355,精伦电子,大笔买入,"1366600,3.72000,0.100592"
09:38:01,300853,申昊科技,大笔买入,"120800,21.40000,0.008950"
09:38:01,300484,蓝海华腾,大笔买入,"168500,22.15000,0.028412"
09:38:00,002213,大为股份,大笔买入,"271400,17.60000,0.062349"
09:38:00,002166,莱茵生物,大笔买入,"624800,7.65000,0.009235"
09:37:58,300588,熙菱信息,大笔买入,"585080,16.70000,0.199857"
09:37:57,002213,大为股份,大笔买入,"410500,17.55000,0.055690"
09:37:54,000710,贝瑞基因,大笔买入,"375300,9.59000,0.099771"
09:37:51,000710,贝瑞基因,大笔买入,"695300,9.59000,0.099771"
09:37:50,688620,安凯微,大笔买入,"389204,20.20000,0.122846"
