成交时间,成交价格,价格变动,成交量,成交金额,性质
09:25:02,9.8,0.0,257,251860,卖盘
09:30:05,9.81,0.01,190,185874,买盘
09:30:08,9.81,0.0,4,3924,卖盘
09:30:11,9.81,0.0,67,65727,卖盘
09:30:14,9.8,-0.01,104,101987,卖盘
09:30:17,9.8,0.0,25,24500,卖盘
09:30:20,9.8,0.0,222,217685,卖盘
09:30:23,9.8,0.0,38,37259,卖盘
09:30:26,9.81,0.01,33,32356,买盘
09:30:29,9.81,0.0,228,223652,买盘
09:30:32,9.81,0.0,19,18640,卖盘
09:30:35,9.78,-0.03,147,144000,卖盘
09:30:38,9.78,0.0,10,9786,卖盘
09:30:41,9.75,-0.03,110,107387,卖盘
09:30:44,9.8,0.05,541,527016,买盘
09:30:47,9.79,-0.01,4,3916,中性盘
09:30:50,9.75,-0.04,116,113755,卖盘
09:30:53,9.75,0.0,84,81974,买盘
09:30:56,9.8,0.05,32,31360,中性盘
09:30:59,9.8,0.0,191,187324,卖盘
09:31:02,9.76,-0.04,35,34301,卖盘
09:31:05,9.8,0.04,13,12740,中性盘
09:31:08,9.76,-0.04,31,30262,卖盘
09:31:11,9.76,0.0,70,68291,卖盘
09:31:14,9.75,-0.01,4,3904,卖盘
09:31:23,9.75,0.0,102,99495,卖盘
09:31:29,9.75,0.0,79,77055,卖盘
09:31:32,9.75,0.0,26,25358,卖盘
09:31:35,9.77,0.02,33,32230,买盘
09:31:38,9.8,0.03,580,567519,买盘
09:31:44,9.8,0.0,12,11758,卖盘
09:31:50,9.79,-0.01,3,2939,中性盘
09:31:53,9.8,0.01,1,980,买盘
09:31:56,9.8,0.0,35,34292,中性盘
09:32:02,9.79,-0.01,2,1958,卖盘
09:32:05,9.8,0.01,32,31359,买盘
09:32:08,9.8,0.0,115,112490,买盘
09:32:11,9.79,-0.01,29,28399,卖盘
09:32:14,9.8,0.01,4,3918,买盘
09:32:23,9.78,-0.02,7,6846,卖盘
09:32:26,9.78,0.0,9,8799,买盘
09:32:29,9.78,0.0,3,2934,卖盘
09:32:32,9.78,0.0,21,20538,卖盘
09:32:41,9.79,0.01,51,49888,买盘
09:32:44,9.77,-0.02,169,165130,卖盘
09:32:47,9.78,0.01,403,393745,买盘
09:32:50,9.77,-0.01,2,1955,中性盘
09:32:53,9.76,-0.01,50,48803,卖盘
09:32:59,9.78,0.02,104,101632,买盘
09:33:02,9.78,0.0,31,30288,买盘
09:33:05,9.77,-0.01,122,119312,卖盘
09:33:08,9.78,0.01,50,48900,中性盘
09:33:11,9.79,0.01,9,8810,买盘
09:33:14,9.78,-0.01,7,6846,卖盘
09:33:20,9.78,0.0,16,15648,卖盘
09:33:26,9.78,0.0,103,100716,买盘
09:33:29,9.78,0.0,24,23491,卖盘
09:33:32,9.78,0.0,50,48900,买盘
09:33:38,9.79,0.01,118,115377,买盘
09:33:41,9.77,-0.02,8,7816,卖盘
09:33:47,9.77,0.0,17,16607,卖盘
09:33:50,9.77,0.0,2,1954,买盘
09:33:53,9.77,0.0,3,2931,卖盘
09:33:56,9.76,-0.01,128,124943,卖盘
09:33:59,9.76,0.0,125,122000,买盘
09:34:02,9.76,0.0,19,18544,买盘
09:34:05,9.76,0.0,26,25360,买盘
09:34:08,9.76,0.0,1,976,买盘
09:34:11,9.75,-0.01,147,143325,卖盘
09:34:14,9.75,0.0,16,15600,卖盘
09:34:17,9.75,0.0,37,36075,卖盘
09:34:20,9.75,0.0,20,19500,卖盘
09:34:23,9.75,0.0,79,77025,卖盘
09:34:26,9.76,0.01,63,61431,买盘
09:34:29,9.75,-0.01,1,975,卖盘
09:34:32,9.75,0.0,1,975,卖盘
09:34:35,9.76,0.01,2,1952,买盘
09:34:38,9.75,-0.01,22,21450,卖盘
09:34:41,9.75,0.0,2,1950,买盘
09:34:44,9.75,0.0,1,975,买盘
09:34:47,9.74,-0.01,16,15598,卖盘
09:34:50,9.74,0.0,23,22417,卖盘
09:34:53,9.74,0.0,6,5844,卖盘
09:34:56,9.74,0.0,39,37986,卖盘
09:35:02,9.74,0.0,47,45778,卖盘
09:35:05,9.74,0.0,11,10714,卖盘
09:35:11,9.74,0.0,9,8766,卖盘
09:35:14,9.74,0.0,50,48700,卖盘
09:35:20,9.73,-0.01,96,93461,卖盘
09:35:23,9.73,0.0,70,68148,卖盘
09:35:26,9.74,0.01,47,45738,中性盘
09:35:32,9.74,0.0,3,2922,买盘
09:35:35,9.73,-0.01,4,3892,卖盘
09:35:38,9.74,0.01,99,96338,买盘
09:35:41,9.74,0.0,509,494087,买盘
09:35:44,9.73,-0.01,83,80779,卖盘
09:35:47,9.73,0.0,29,28217,卖盘
09:35:50,9.73,0.0,5,4866,中性盘
09:35:53,9.74,0.01,7,6818,买盘
09:35:56,9.72,-0.02,161,156594,卖盘
09:35:59,9.72,0.0,339,329508,买盘
09:36:02,9.74,0.02,8,7792,买盘
09:36:05,9.75,0.01,232,226070,买盘
09:36:08,9.79,0.04,1001,976640,买盘
09:36:11,9.79,0.0,62,60672,买盘
09:36:17,9.78,-0.01,10,9780,卖盘
09:36:20,9.78,0.0,166,162488,卖盘
09:36:23,9.8,0.02,72,70504,买盘
09:36:26,9.79,-0.01,1,979,卖盘
09:36:29,9.8,0.01,35,34293,买盘
09:36:32,9.8,0.0,25,24500,卖盘
09:36:35,9.79,-0.01,18,17625,卖盘
09:36:38,9.8,0.01,41,40197,买盘
09:36:41,9.8,0.0,31,30380,中性盘
09:36:44,9.8,0.0,6,5882,卖盘
09:36:50,9.78,-0.02,30,29368,卖盘
09:36:59,9.79,0.01,21,20559,卖盘
09:37:05,9.79,0.0,2,1958,买盘
09:37:08,9.79,0.0,38,37165,买盘
09:37:11,9.79,0.0,23,22517,买盘
09:37:14,9.79,0.0,3,2937,买盘
09:37:29,9.78,-0.01,1,978,卖盘
09:37:35,9.76,-0.02,50,48849,卖盘
09:37:38,9.77,0.01,14,13674,买盘
09:37:41,9.78,0.01,7,6843,买盘
09:37:47,9.78,0.0,1,978,买盘
09:38:05,9.77,-0.01,42,41034,卖盘
09:38:08,9.76,-0.01,15,14640,卖盘
09:38:11,9.76,0.0,10,9760,卖盘
09:38:14,9.77,0.01,10,9767,买盘
09:38:20,9.75,-0.02,19,18535,卖盘
09:38:23,9.75,0.0,80,77995,卖盘
09:38:26,9.74,-0.01,147,142975,中性盘
09:38:29,9.74,0.0,19,18506,买盘
09:38:32,9.74,0.0,2,1948,卖盘
09:38:35,9.74,0.0,2,1948,卖盘
09:38:38,9.75,0.01,103,100422,中性盘
09:38:41,9.71,-0.04,182,176799,卖盘
09:38:44,9.72,0.01,120,116569,买盘
09:38:53,9.72,0.0,3,2916,卖盘
09:38:56,9.72,0.0,4,3888,卖盘
09:39:08,9.73,0.01,65,63184,中性盘
09:39:11,9.73,0.0,9,8752,买盘
09:39:14,9.73,0.0,6,5838,买盘
09:39:20,9.72,-0.01,3,2916,卖盘
09:39:26,9.72,0.0,43,41811,卖盘
09:39:29,9.73,0.01,11,10696,中性盘
09:39:32,9.72,-0.01,3,2916,卖盘
09:39:35,9.72,0.0,11,10682,中性盘
09:39:38,9.72,0.0,1,972,卖盘
09:39:41,9.72,0.0,1,972,卖盘
09:39:47,9.71,-0.01,116,112636,卖盘
09:39:50,9.71,0.0,8,7768,买盘
09:39:53,9.72,0.01,9,8744,买盘
09:39:56,9.71,-0.01,10,9710,卖盘
09:39:59,9.71,0.0,4,3884,卖盘
09:40:02,9.71,0.0,39,37869,中性盘
09:40:05,9.72,0.01,3,2916,买盘
09:40:08,9.72,0.0,11,10690,买盘
09:40:11,9.72,0.0,24,23328,买盘
09:40:17,9.71,-0.01,2,1942,卖盘
09:40:20,9.71,0.0,27,26217,买盘
09:40:23,9.7,-0.01,64,62091,卖盘
09:40:35,9.7,0.0,5,4850,卖盘
09:40:41,9.7,0.0,3,2910,卖盘
09:40:44,9.71,0.01,12,11647,买盘
09:40:47,9.7,-0.01,30,29110,卖盘
09:40:53,9.7,0.0,14,13580,卖盘
09:40:56,9.7,0.0,40,38800,卖盘
09:40:59,9.7,0.0,94,91267,卖盘
09:41:08,9.7,0.0,56,54320,卖盘
09:41:11,9.71,0.01,19,18449,卖盘
09:41:14,9.72,0.01,102,99144,买盘
09:41:23,9.73,0.01,8,7784,买盘
09:41:26,9.73,0.0,26,25288,买盘
09:41:29,9.72,-0.01,38,36936,卖盘
09:41:32,9.72,0.0,1,972,买盘
09:41:35,9.72,0.0,5,4860,买盘
09:41:38,9.71,-0.01,11,10682,卖盘
09:41:50,9.71,0.0,21,20401,卖盘
09:41:53,9.71,0.0,58,56339,卖盘
09:41:56,9.71,0.0,136,132057,卖盘
09:41:59,9.71,0.0,125,121375,买盘
09:42:02,9.71,0.0,90,87390,买盘
09:42:05,9.71,0.0,2,1942,卖盘
09:42:08,9.71,0.0,8,7768,卖盘
09:42:11,9.72,0.01,17,16524,买盘
09:42:14,9.72,0.0,72,69977,买盘
09:42:20,9.73,0.01,28,27244,买盘
09:42:23,9.73,0.0,9,8757,买盘
09:42:29,9.73,0.0,5,4865,买盘
09:42:38,9.73,0.0,4,3892,买盘
09:42:41,9.73,0.0,4,3892,买盘
09:42:47,9.73,0.0,29,28217,买盘
09:42:53,9.73,0.0,4,3892,卖盘
09:42:56,9.74,0.01,10,9740,买盘
09:43:02,9.73,-0.01,15,14595,卖盘
09:43:05,9.73,0.0,25,24310,买盘
09:43:08,9.73,0.0,16,15562,买盘
09:43:14,9.74,0.01,10,9733,买盘
09:43:23,9.74,0.0,2,1948,买盘
09:43:26,9.72,-0.02,35,34020,卖盘
09:43:59,9.71,-0.01,10,9710,卖盘
09:44:02,9.72,0.01,50,48600,买盘
09:44:05,9.72,0.0,115,111780,买盘
09:44:08,9.73,0.01,1,973,买盘
09:44:11,9.73,0.0,26,25308,买盘
09:44:14,9.72,-0.01,24,23332,卖盘
09:44:20,9.73,0.01,74,71993,买盘
09:44:35,9.72,-0.01,2,1944,卖盘
09:44:38,9.72,0.0,98,95256,卖盘
09:44:41,9.72,0.0,3,2916,买盘
09:44:44,9.72,0.0,62,60264,买盘
09:44:47,9.72,0.0,11,10692,买盘
09:44:50,9.71,-0.01,11,10687,卖盘
09:45:14,9.73,0.02,5,4865,买盘
09:45:20,9.73,0.0,24,23352,买盘
09:45:23,9.73,0.0,1,973,买盘
09:45:26,9.72,-0.01,231,224638,卖盘
09:45:32,9.74,0.02,1,974,买盘
09:45:41,9.74,0.0,52,50648,买盘
09:45:47,9.74,0.0,6,5843,中性盘
09:45:50,9.74,0.0,3,2922,买盘
09:46:02,9.74,0.0,5,4867,买盘
09:46:05,9.73,-0.01,10,9730,中性盘
09:46:08,9.73,0.0,12,11678,中性盘
09:46:11,9.72,-0.01,102,99144,卖盘
09:46:14,9.71,-0.01,1,971,卖盘
09:46:17,9.72,0.01,1,972,买盘
09:46:20,9.72,0.0,1,972,卖盘
09:46:23,9.73,0.01,17,16530,买盘
09:46:26,9.72,-0.01,5,4860,卖盘
09:46:29,9.73,0.01,4,3892,买盘
09:46:35,9.73,0.0,2,1946,买盘
09:46:41,9.73,0.0,27,26259,买盘
09:47:05,9.73,0.0,108,105033,卖盘
09:47:08,9.72,-0.01,151,147039,卖盘
09:47:11,9.72,0.0,3,2916,卖盘
09:47:14,9.72,0.0,4,3888,卖盘
09:47:23,9.73,0.01,3,2919,买盘
09:47:29,9.73,0.0,24,23352,卖盘
09:47:32,9.73,0.0,1,973,买盘
09:47:38,9.72,-0.01,50,48600,卖盘
09:47:44,9.73,0.01,2,1945,买盘
09:47:56,9.72,-0.01,1,972,卖盘
09:47:59,9.72,0.0,89,86508,卖盘
09:48:02,9.72,0.0,17,16524,卖盘
09:48:11,9.72,0.0,1,972,卖盘
09:48:14,9.72,0.0,1,972,卖盘
09:48:17,9.72,0.0,63,61236,卖盘
09:48:20,9.72,0.0,9,8748,卖盘
09:48:23,9.73,0.01,8,7784,买盘
09:48:26,9.73,0.0,91,88543,买盘
09:48:29,9.72,-0.01,9,8748,卖盘
09:48:38,9.72,0.0,3,2916,卖盘
09:48:41,9.72,0.0,51,49572,卖盘
09:48:44,9.72,0.0,57,55404,卖盘
09:48:47,9.71,-0.01,21,20391,卖盘
09:48:50,9.71,0.0,28,27211,卖盘
09:48:53,9.7,-0.01,1313,1274389,卖盘
09:48:56,9.7,0.0,176,170720,卖盘
09:48:59,9.7,0.0,274,265780,卖盘
09:49:02,9.7,0.0,4,3880,卖盘
09:49:05,9.7,0.0,121,117370,卖盘
09:49:11,9.7,0.0,21,20370,卖盘
09:49:14,9.7,0.0,30,29100,卖盘
09:49:17,9.71,0.01,2,1942,买盘
09:49:23,9.71,0.0,22,21357,买盘
09:49:26,9.71,0.0,4,3884,买盘
09:49:29,9.71,0.0,1,971,买盘
09:49:32,9.7,-0.01,8,7760,卖盘
09:49:35,9.7,0.0,32,31040,卖盘
09:49:41,9.7,0.0,11,10670,卖盘
09:49:44,9.7,0.0,41,39770,卖盘
09:49:50,9.7,0.0,1,970,卖盘
09:49:56,9.71,0.01,5,4855,买盘
09:49:59,9.7,-0.01,2,1940,卖盘
09:50:02,9.7,0.0,39,37830,卖盘
09:50:05,9.69,-0.01,763,740103,卖盘
09:50:08,9.69,0.0,79,76548,卖盘
09:50:11,9.68,-0.01,49,47432,卖盘
09:50:14,9.7,0.02,12,11630,买盘
09:50:17,9.68,-0.02,4,3872,卖盘
09:50:20,9.69,0.01,15,14535,买盘
09:50:23,9.68,-0.01,327,316536,卖盘
09:50:26,9.67,-0.01,5,4838,卖盘
09:50:32,9.67,0.0,15,14505,卖盘
09:50:35,9.67,0.0,48,46416,卖盘
09:50:38,9.68,0.01,9,8711,买盘
09:50:41,9.67,-0.01,179,173105,卖盘
09:50:44,9.67,0.0,445,430351,买盘
09:50:47,9.67,0.0,11,10637,卖盘
09:51:02,9.67,0.0,20,19340,卖盘
09:51:05,9.7,0.03,283,273952,买盘
09:51:08,9.7,0.0,5,4850,买盘
09:51:14,9.69,-0.01,45,43647,卖盘
09:51:17,9.7,0.01,43,41710,买盘
09:51:20,9.69,-0.01,26,25218,卖盘
09:51:23,9.71,0.02,1,971,买盘
09:51:26,9.7,-0.01,14,13580,卖盘
09:51:35,9.7,0.0,3,2910,买盘
09:51:41,9.7,0.0,10,9700,买盘
09:51:50,9.7,0.0,27,26190,买盘
09:51:53,9.69,-0.01,49,47484,卖盘
09:52:05,9.69,0.0,15,14535,买盘
09:52:08,9.7,0.01,49,47530,买盘
09:52:11,9.71,0.01,58,56201,中性盘
09:52:20,9.71,0.0,50,48550,买盘
09:52:29,9.72,0.01,27,26244,买盘
09:52:41,9.71,-0.01,11,10681,卖盘
09:52:44,9.71,0.0,9,8739,买盘
09:52:47,9.72,0.01,5,4860,买盘
09:53:02,9.71,-0.01,1,971,卖盘
09:53:05,9.72,0.01,32,31081,买盘
09:53:08,9.72,0.0,16,15552,买盘
09:53:11,9.73,0.01,25,24325,买盘
09:53:35,9.74,0.01,2,1948,买盘
09:54:05,9.74,0.0,24,23361,买盘
09:54:08,9.74,0.0,32,31164,买盘
09:54:11,9.74,0.0,13,12662,买盘
09:54:23,9.74,0.0,1,974,买盘
09:54:26,9.74,0.0,4,3896,买盘
09:54:41,9.73,-0.01,3,2919,买盘
09:54:47,9.78,0.05,400,390485,买盘
09:54:50,9.77,-0.01,3,2931,中性盘
09:54:53,9.77,0.0,4,3908,买盘
09:55:02,9.78,0.01,10,9780,买盘
09:55:05,9.78,0.0,34,33251,买盘
09:55:08,9.78,0.0,7,6846,买盘
09:55:11,9.77,-0.01,5,4887,卖盘
09:55:23,9.75,-0.02,3,2925,卖盘
09:55:32,9.75,0.0,1,975,卖盘
09:55:41,9.76,0.01,8,7808,买盘
09:55:47,9.76,0.0,2,1952,买盘
09:55:53,9.76,0.0,15,14640,卖盘
09:56:08,9.75,-0.01,27,26339,卖盘
09:56:11,9.76,0.01,17,16592,买盘
09:56:14,9.76,0.0,9,8784,买盘
09:56:23,9.76,0.0,5,4880,买盘
09:56:26,9.76,0.0,26,25373,买盘
09:56:32,9.76,0.0,1,976,卖盘
09:56:35,9.77,0.01,30,29310,买盘
09:56:47,9.77,0.0,5,4885,买盘
09:56:56,9.76,-0.01,137,133712,卖盘
09:56:59,9.75,-0.01,2,1950,卖盘
09:57:08,9.76,0.01,80,78080,买盘
09:57:17,9.77,0.01,37,36119,买盘
09:57:20,9.76,-0.01,117,114192,卖盘
09:57:23,9.77,0.01,4,3908,买盘
09:57:26,9.77,0.0,1,977,买盘
09:57:29,9.76,-0.01,7,6832,卖盘
09:57:47,9.76,0.0,3,2928,卖盘
09:57:50,9.77,0.01,2,1954,买盘
09:57:59,9.77,0.0,76,74204,买盘
09:58:08,9.78,0.01,300,293060,买盘
09:58:11,9.78,0.0,62,60636,买盘
09:58:20,9.77,-0.01,5,4885,卖盘
09:58:26,9.77,0.0,5,4885,卖盘
09:58:29,9.77,0.0,6,5862,买盘
09:58:38,9.77,0.0,50,48850,买盘
09:58:44,9.77,0.0,23,22471,卖盘
09:58:47,9.77,0.0,10,9770,买盘
09:59:05,9.77,0.0,182,177814,买盘
09:59:08,9.77,0.0,30,29310,买盘
09:59:11,9.78,0.01,78,76226,买盘
09:59:14,9.77,-0.01,8,7816,卖盘
09:59:17,9.77,0.0,7,6839,卖盘
09:59:20,9.77,0.0,2,1954,卖盘
09:59:23,9.76,-0.01,2,1952,卖盘
09:59:29,9.76,0.0,69,67344,卖盘
09:59:32,9.76,0.0,35,34160,买盘
09:59:35,9.76,0.0,3,2928,买盘
09:59:38,9.77,0.01,4,3906,买盘
09:59:44,9.76,-0.01,21,20502,卖盘
09:59:50,9.76,0.0,2,1952,买盘
09:59:53,9.75,-0.01,94,91674,卖盘
09:59:56,9.76,0.01,2,1952,卖盘
10:00:08,9.76,0.0,40,39041,卖盘
10:00:11,9.75,-0.01,3,2925,卖盘
10:00:14,9.75,0.0,112,109300,卖盘
10:00:17,9.75,0.0,96,93600,卖盘
10:00:20,9.75,0.0,12,11700,买盘
10:00:23,9.75,0.0,3,2925,卖盘
10:00:26,9.75,0.0,9,8775,买盘
10:00:29,9.75,0.0,12,11700,买盘
10:00:32,9.75,0.0,20,19500,买盘
10:00:41,9.75,0.0,100,97500,卖盘
10:00:44,9.75,0.0,1,975,卖盘
10:00:50,9.77,0.02,20,19540,买盘
10:00:56,9.76,-0.01,1,976,卖盘
10:01:05,9.77,0.01,25,24425,买盘
10:01:14,9.77,0.0,4,3908,买盘
10:01:17,9.77,0.0,43,42011,买盘
10:01:20,9.77,0.0,1,977,买盘
10:01:23,9.76,-0.01,5,4884,卖盘
10:01:29,9.76,0.0,2,1952,卖盘
10:01:35,9.76,0.0,2,1952,卖盘
10:01:47,9.76,0.0,27,26352,卖盘
10:02:11,9.76,0.0,2,1952,卖盘
10:02:14,9.76,0.0,101,98576,卖盘
10:02:23,9.76,0.0,4,3904,买盘
10:02:29,9.76,0.0,20,19520,买盘
10:02:38,9.75,-0.01,56,54600,卖盘
10:02:41,9.75,0.0,3,2925,买盘
10:02:59,9.75,0.0,6,5850,买盘
10:03:08,9.74,-0.01,12,11688,卖盘
10:03:11,9.75,0.01,6,5849,买盘
10:03:20,9.74,-0.01,1,974,卖盘
10:03:32,9.74,0.0,4,3896,卖盘
10:03:41,9.75,0.01,14,13640,买盘
10:03:56,9.74,-0.01,69,67206,卖盘
10:04:05,9.74,0.0,6,5844,卖盘
10:04:32,9.75,0.01,57,55575,买盘
10:04:35,9.74,-0.01,38,37037,卖盘
10:04:47,9.75,0.01,11,10715,买盘
10:04:50,9.75,0.0,6,5850,买盘
10:04:59,9.75,0.0,2,1950,买盘
10:05:08,9.75,0.0,5,4875,卖盘
10:05:23,9.75,0.0,10,9750,卖盘
10:05:26,9.75,0.0,3,2925,卖盘
10:05:32,9.74,-0.01,1,974,卖盘
10:05:38,9.75,0.01,30,29250,买盘
10:05:59,9.76,0.01,21,20494,买盘
10:06:02,9.76,0.0,19,18541,买盘
10:06:05,9.75,-0.01,6,5850,卖盘
10:06:17,9.76,0.01,23,22433,买盘
10:06:23,9.76,0.0,43,41968,买盘
10:06:26,9.76,0.0,2,1952,买盘
10:06:35,9.76,0.0,1,976,买盘
10:07:08,9.76,0.0,4,3904,买盘
10:07:11,9.75,-0.01,29,28275,卖盘
10:07:14,9.76,0.01,20,19520,买盘
10:07:20,9.76,0.0,1,976,买盘
10:08:02,9.74,-0.02,143,139289,卖盘
10:08:05,9.74,0.0,28,27272,卖盘
10:08:08,9.74,0.0,1,974,中性盘
10:08:20,9.74,0.0,18,17532,卖盘
10:08:38,9.74,0.0,1,974,买盘
10:08:50,9.73,-0.01,5,4865,卖盘
10:08:53,9.73,0.0,6,5842,卖盘
10:08:59,9.74,0.01,7,6818,中性盘
10:09:02,9.74,0.0,1,974,卖盘
10:09:11,9.74,0.0,2,1948,卖盘
10:09:17,9.74,0.0,60,58440,卖盘
10:09:32,9.74,0.0,9,8766,买盘
10:09:44,9.74,0.0,3,2922,买盘
10:09:50,9.74,0.0,12,11688,买盘
10:09:53,9.75,0.01,9,8775,买盘
10:09:56,9.74,-0.01,14,13636,卖盘
10:10:11,9.74,0.0,5,4870,买盘
10:10:14,9.75,0.01,4,3900,买盘
10:10:29,9.74,-0.01,20,19480,卖盘
10:10:35,9.74,0.0,10,9740,卖盘
10:10:38,9.75,0.01,365,355875,买盘
10:10:41,9.75,0.0,34,33150,买盘
10:10:53,9.76,0.01,6,5856,买盘
10:10:56,9.75,-0.01,5,4875,中性盘
10:11:08,9.76,0.01,2,1952,买盘
10:11:14,9.76,0.0,201,196176,买盘
10:11:17,9.76,0.0,77,75152,卖盘
10:11:26,9.76,0.0,25,24400,卖盘
10:11:29,9.76,0.0,1,976,卖盘
10:11:35,9.77,0.01,2,1954,买盘
10:11:47,9.77,0.0,2,1954,买盘
10:11:56,9.76,-0.01,78,76200,卖盘
10:11:59,9.76,0.0,3,2928,卖盘
10:12:17,9.76,0.0,1,976,卖盘
10:12:20,9.76,0.0,1,976,卖盘
10:12:23,9.76,0.0,49,47824,卖盘
10:12:26,9.76,0.0,59,57584,卖盘
10:12:29,9.76,0.0,8,7808,中性盘
10:12:32,9.76,0.0,41,40055,卖盘
10:12:41,9.77,0.01,338,330232,买盘
10:12:44,9.77,0.0,26,25402,卖盘
10:12:59,9.76,-0.01,170,165981,卖盘
10:13:02,9.76,0.0,1,976,卖盘
10:13:05,9.77,0.01,1,977,中性盘
10:13:08,9.77,0.0,30,29310,卖盘
10:13:20,9.77,0.0,10,9770,买盘
10:13:23,9.76,-0.01,77,75186,卖盘
10:13:26,9.77,0.01,11,10746,买盘
10:13:29,9.77,0.0,54,52667,买盘
10:13:32,9.76,-0.01,5,4884,中性盘
10:13:53,9.76,0.0,12,11712,卖盘
10:13:59,9.76,0.0,33,32208,买盘
10:14:02,9.76,0.0,5,4880,买盘
10:14:20,9.76,0.0,58,56608,卖盘
10:14:29,9.78,0.02,300,293166,买盘
10:14:44,9.77,-0.01,36,35172,买盘
10:14:47,9.78,0.01,1,978,买盘
10:14:53,9.77,-0.01,2,1954,卖盘
10:14:59,9.77,0.0,32,31264,卖盘
10:15:05,9.77,0.0,71,69367,买盘
10:15:08,9.77,0.0,1,977,买盘
10:15:17,9.76,-0.01,2,1952,卖盘
10:15:20,9.76,0.0,48,46848,买盘
10:15:29,9.76,0.0,10,9760,买盘
10:15:32,9.76,0.0,1,976,买盘
10:15:41,9.76,0.0,2,1952,买盘
10:15:44,9.76,0.0,2,1952,买盘
10:16:02,9.75,-0.01,24,23400,卖盘
10:16:05,9.75,0.0,10,9750,卖盘
10:16:29,9.75,0.0,48,46800,买盘
10:16:32,9.75,0.0,2,1950,卖盘
10:16:53,9.76,0.01,1,976,买盘
10:17:02,9.75,-0.01,88,85800,卖盘
10:17:05,9.75,0.0,28,27300,买盘
10:17:08,9.75,0.0,25,24375,卖盘
10:17:11,9.75,0.0,1,975,卖盘
10:17:14,9.75,0.0,34,33155,卖盘
10:17:20,9.75,0.0,3,2925,中性盘
10:17:23,9.75,0.0,33,32175,卖盘
10:17:26,9.75,0.0,1,975,买盘
10:17:35,9.75,0.0,1,975,买盘
10:17:50,9.74,-0.01,364,354536,卖盘
10:17:53,9.74,0.0,3,2922,卖盘
10:18:02,9.74,0.0,29,28266,卖盘
10:18:14,9.75,0.01,22,21450,买盘
10:18:35,9.74,-0.01,21,20454,卖盘
10:18:38,9.74,0.0,10,9740,卖盘
10:18:41,9.74,0.0,34,33116,卖盘
10:19:08,9.73,-0.01,8,7784,卖盘
10:19:14,9.74,0.01,20,19480,买盘
10:19:26,9.74,0.0,1,974,买盘
10:19:29,9.74,0.0,63,61367,买盘
10:19:32,9.74,0.0,42,40908,卖盘
10:19:35,9.74,0.0,1,974,卖盘
10:19:50,9.74,0.0,8,7792,买盘
10:19:56,9.74,0.0,7,6818,卖盘
10:20:11,9.75,0.01,16,15600,买盘
10:20:14,9.75,0.0,27,26309,买盘
10:20:20,9.75,0.0,46,44840,买盘
10:20:26,9.75,0.0,169,164775,买盘
10:20:29,9.76,0.01,104,101504,买盘
10:20:32,9.76,0.0,4,3904,买盘
10:20:35,9.76,0.0,2,1952,买盘
10:20:38,9.75,-0.01,150,146250,卖盘
10:20:41,9.75,0.0,30,29250,卖盘
10:20:44,9.75,0.0,1,975,卖盘
10:20:47,9.75,0.0,2,1950,卖盘
10:20:50,9.75,0.0,47,45825,卖盘
10:20:53,9.75,0.0,115,112125,买盘
10:21:05,9.75,0.0,175,170625,卖盘
10:21:11,9.76,0.01,1,976,买盘
10:21:20,9.75,-0.01,150,146250,卖盘
10:21:23,9.75,0.0,22,21450,卖盘
10:21:29,9.75,0.0,12,11700,买盘
10:21:32,9.75,0.0,2,1950,买盘
10:21:38,9.75,0.0,7,6825,买盘
10:21:41,9.75,0.0,1,975,买盘
10:21:44,9.74,-0.01,74,72082,卖盘
10:21:47,9.74,0.0,1,974,卖盘
10:21:56,9.74,0.0,74,72076,卖盘
10:22:44,9.74,0.0,7,6818,卖盘
10:22:47,9.74,0.0,93,90582,卖盘
10:23:02,9.73,-0.01,167,162498,卖盘
10:23:05,9.73,0.0,6,5838,卖盘
10:23:08,9.73,0.0,1,973,卖盘
10:23:35,9.73,0.0,17,16541,卖盘
10:23:41,9.74,0.01,3,2922,买盘
10:23:50,9.74,0.0,35,34090,买盘
10:23:53,9.75,0.01,388,377920,买盘
10:24:08,9.75,0.0,63,61425,买盘
10:24:11,9.74,-0.01,218,212448,卖盘
10:24:23,9.74,0.0,20,19480,卖盘
10:24:26,9.76,0.02,31,30254,买盘
10:24:47,9.74,-0.02,26,25324,卖盘
10:25:02,9.75,0.01,20,19500,买盘
10:25:05,9.74,-0.01,31,30197,卖盘
10:25:56,9.75,0.01,2,1950,买盘
10:26:08,9.75,0.0,17,16575,买盘
10:26:11,9.75,0.0,90,87750,买盘
10:26:14,9.75,0.0,1,975,买盘
10:26:35,9.75,0.0,10,9750,买盘
10:26:44,9.75,0.0,380,370500,买盘
10:27:02,9.74,-0.01,103,100322,卖盘
10:27:29,9.73,-0.01,3,2919,卖盘
10:27:50,9.73,0.0,111,108003,卖盘
10:27:53,9.73,0.0,43,41839,买盘
10:28:11,9.74,0.01,57,55465,买盘
10:28:17,9.73,-0.01,18,17514,卖盘
10:28:26,9.74,0.01,2,1947,买盘
10:28:59,9.74,0.0,7,6818,买盘
10:29:05,9.74,0.0,5,4870,买盘
10:29:08,9.74,0.0,24,23376,买盘
10:29:29,9.73,-0.01,34,33087,卖盘
10:29:35,9.73,0.0,1,973,卖盘
10:30:14,9.73,0.0,5,4865,卖盘
10:30:17,9.73,0.0,6,5838,卖盘
10:30:32,9.73,0.0,10,9730,卖盘
