成交时间,成交价格,价格变动,成交量,成交金额,性质
14:02:35,9.84,0.0,23,22632,买盘
14:03:02,9.84,0.0,9,8856,卖盘
14:03:05,9.84,0.0,1,984,卖盘
14:03:35,9.84,0.0,7,6888,卖盘
14:03:56,9.85,0.01,5,4925,买盘
14:03:59,9.85,0.0,8,7880,买盘
14:04:02,9.84,-0.01,13,12792,卖盘
14:04:05,9.85,0.01,7,6895,买盘
14:04:08,9.85,0.0,5,4925,卖盘
14:04:14,9.84,-0.01,19,18696,卖盘
14:04:17,9.84,0.0,6,5904,卖盘
14:04:20,9.84,0.0,3,2952,卖盘
14:04:32,9.84,0.0,2,1968,卖盘
14:04:35,9.84,0.0,1,984,卖盘
14:04:44,9.84,0.0,67,65928,卖盘
14:04:47,9.84,0.0,2,1967,买盘
14:04:50,9.84,0.0,62,61008,买盘
14:05:02,9.83,-0.01,1,983,卖盘
14:05:05,9.83,0.0,24,23592,卖盘
14:05:08,9.84,0.01,229,225336,买盘
14:05:11,9.85,0.01,38,37428,买盘
14:05:20,9.86,0.01,3,2958,买盘
14:05:29,9.86,0.0,3,2958,买盘
14:05:32,9.86,0.0,8,7888,买盘
14:05:38,9.86,0.0,6,5916,卖盘
14:05:41,9.86,0.0,1,986,卖盘
14:05:53,9.86,0.0,10,9860,卖盘
14:05:59,9.87,0.01,3,2961,买盘
14:06:02,9.86,-0.01,1,986,中性盘
14:06:17,9.86,0.0,134,132234,卖盘
14:06:20,9.86,0.0,9,8880,卖盘
14:06:32,9.85,-0.01,1,985,卖盘
14:06:38,9.85,0.0,6,5910,卖盘
14:06:47,9.86,0.01,24,23664,买盘
14:06:56,9.86,0.0,15,14790,卖盘
14:07:02,9.87,0.01,6,5921,买盘
14:07:05,9.88,0.01,19,18772,买盘
14:07:08,9.87,-0.01,1,987,卖盘
14:07:20,9.87,0.0,19,18762,卖盘
14:07:29,9.88,0.01,14,13832,买盘
14:07:32,9.88,0.0,4,3952,买盘
14:08:02,9.88,0.0,86,84885,买盘
14:08:05,9.87,-0.01,2,1974,卖盘
14:08:20,9.87,0.0,3,2961,卖盘
14:08:29,9.87,0.0,45,44415,买盘
14:08:32,9.87,0.0,1,987,卖盘
14:08:59,9.88,0.01,4,3952,买盘
14:09:02,9.87,-0.01,38,37506,卖盘
14:09:11,9.87,0.0,1,987,卖盘
14:09:17,9.88,0.01,20,19760,买盘
14:09:26,9.9,0.02,303,299812,买盘
14:09:29,9.88,-0.02,6,5925,中性盘
14:09:32,9.9,0.02,14,13838,买盘
14:10:02,9.87,-0.03,14,13818,卖盘
14:10:44,9.88,0.01,3,2964,买盘
14:10:50,9.88,0.0,23,22724,卖盘
14:11:02,9.89,0.01,10,9890,买盘
14:11:11,9.89,0.0,4,3956,买盘
14:11:17,9.89,0.0,50,49450,买盘
14:11:20,9.88,-0.01,1,988,卖盘
14:11:29,9.89,0.01,1,989,买盘
14:11:38,9.89,0.0,21,20769,卖盘
14:11:53,9.88,-0.01,6,5928,卖盘
14:12:29,9.88,0.0,22,21736,卖盘
14:12:32,9.88,0.0,3,2966,卖盘
14:12:53,9.88,0.0,40,39520,卖盘
14:12:59,9.88,0.0,27,26676,卖盘
14:13:11,9.88,0.0,3,2964,卖盘
14:13:26,9.88,0.0,12,11856,卖盘
14:13:44,9.88,0.0,82,81016,卖盘
14:13:47,9.87,-0.01,2,1974,卖盘
14:13:59,9.88,0.01,1,988,买盘
14:14:02,9.87,-0.01,1,987,卖盘
14:14:20,9.88,0.01,100,98800,买盘
14:14:23,9.88,0.0,18,17783,买盘
14:14:32,9.88,0.0,7,6916,买盘
14:14:38,9.88,0.0,1,988,中性盘
14:14:41,9.88,0.0,2,1976,卖盘
14:15:02,9.88,0.0,103,101764,卖盘
14:15:05,9.88,0.0,6,5928,卖盘
14:15:17,9.88,0.0,2,1976,卖盘
14:15:26,9.88,0.0,11,10868,卖盘
14:15:47,9.88,0.0,34,33592,卖盘
14:15:53,9.88,0.0,1,988,买盘
14:15:59,9.87,-0.01,1,987,卖盘
14:16:02,9.88,0.01,96,94848,买盘
14:16:05,9.87,-0.01,96,94818,卖盘
14:16:08,9.88,0.01,1,988,中性盘
14:16:11,9.89,0.01,261,258126,买盘
14:16:41,9.89,0.0,10,9890,买盘
14:17:05,9.88,-0.01,11,10868,卖盘
14:17:08,9.89,0.01,100,98900,买盘
14:17:14,9.89,0.0,48,47472,买盘
14:17:17,9.89,0.0,127,125603,买盘
14:17:20,9.88,-0.01,14,13837,卖盘
14:17:26,9.88,0.0,199,197004,卖盘
14:18:05,9.89,0.01,10,9890,卖盘
14:18:08,9.89,0.0,11,10879,卖盘
14:18:11,9.89,0.0,4,3956,卖盘
14:18:23,9.9,0.01,4,3960,买盘
14:18:53,9.9,0.0,20,19800,买盘
14:19:11,9.9,0.0,15,14850,买盘
14:19:17,9.88,-0.02,105,103809,卖盘
14:19:20,9.88,0.0,2,1976,卖盘
14:20:02,9.89,0.01,7,6923,买盘
14:20:14,9.88,-0.01,1,988,卖盘
14:20:20,9.89,0.01,124,122636,买盘
14:20:23,9.89,0.0,71,70219,买盘
14:20:26,9.89,0.0,2,1978,卖盘
14:20:32,9.89,0.0,33,32637,卖盘
14:20:35,9.89,0.0,1,989,买盘
14:20:44,9.89,0.0,6,5934,买盘
14:20:47,9.89,0.0,1,989,买盘
14:21:02,9.89,0.0,5,4945,买盘
14:21:05,9.89,0.0,2,1978,买盘
14:21:08,9.89,0.0,77,76153,买盘
14:21:11,9.89,0.0,86,85054,买盘
14:21:14,9.89,0.0,61,60343,买盘
14:21:32,9.88,-0.01,1,988,卖盘
14:21:44,9.88,0.0,100,98800,卖盘
14:21:50,9.89,0.01,52,51428,买盘
14:21:53,9.89,0.0,3,2967,卖盘
14:22:14,9.89,0.0,86,85054,卖盘
14:22:17,9.89,0.0,8,7912,买盘
14:22:23,9.89,0.0,1,989,买盘
14:22:53,9.89,0.0,1,989,买盘
14:22:56,9.89,0.0,22,21758,买盘
14:23:11,9.89,0.0,5,4945,买盘
14:23:14,9.9,0.01,161,159374,买盘
14:23:17,9.89,-0.01,1,989,卖盘
14:23:29,9.9,0.01,1,990,买盘
14:23:35,9.9,0.0,10,9900,买盘
14:24:14,9.9,0.0,2,1980,买盘
14:24:23,9.89,-0.01,1,989,卖盘
14:24:29,9.89,0.0,5,4945,卖盘
14:24:32,9.89,0.0,1,989,卖盘
14:24:35,9.9,0.01,1,990,买盘
14:24:44,9.89,-0.01,5,4945,卖盘
14:24:56,9.9,0.01,9,8910,买盘
14:25:02,9.89,-0.01,3,2967,卖盘
14:25:05,9.89,0.0,30,29693,卖盘
14:25:11,9.89,0.0,4,3959,卖盘
14:25:14,9.9,0.01,27,26730,买盘
14:25:20,9.9,0.0,20,19800,买盘
14:25:59,9.89,-0.01,15,14835,卖盘
14:26:02,9.89,0.0,2,1978,买盘
14:26:11,9.89,0.0,3,2967,买盘
14:26:17,9.89,0.0,1,989,卖盘
14:26:47,9.89,0.0,12,11868,卖盘
14:26:56,9.9,0.01,103,101970,买盘
14:27:20,9.9,0.0,3,2970,买盘
14:27:41,9.89,-0.01,17,16813,卖盘
14:27:47,9.89,0.0,1,989,卖盘
14:28:20,9.89,0.0,15,14835,卖盘
14:28:29,9.89,0.0,2,1978,卖盘
14:29:02,9.89,0.0,1,989,卖盘
14:29:17,9.89,0.0,3,2967,卖盘
14:29:29,9.9,0.01,1,990,买盘
14:29:50,9.88,-0.02,193,190875,卖盘
14:30:11,9.88,0.0,19,18772,卖盘
14:30:14,9.89,0.01,6,5934,买盘
14:30:32,9.89,0.0,18,17802,买盘
14:30:35,9.89,0.0,2,1978,卖盘
14:30:50,9.89,0.0,10,9890,卖盘
14:31:38,9.89,0.0,53,52419,卖盘
14:31:41,9.88,-0.01,74,73183,卖盘
14:31:56,9.89,0.01,10,9890,买盘
14:32:08,9.87,-0.02,300,296330,卖盘
14:32:11,9.87,0.0,1,987,卖盘
14:32:14,9.87,0.0,1,987,卖盘
14:32:17,9.88,0.01,30,29640,买盘
14:32:20,9.87,-0.01,1,987,卖盘
14:32:23,9.87,0.0,4,3948,卖盘
14:32:26,9.87,0.0,11,10867,卖盘
14:32:38,9.88,0.01,15,14820,买盘
14:32:47,9.88,0.0,1,988,卖盘
14:32:50,9.89,0.01,8,7912,买盘
14:32:53,9.89,0.0,4,3956,卖盘
14:32:56,9.89,0.0,2,1978,卖盘
14:32:59,9.89,0.0,2,1978,卖盘
14:33:02,9.89,0.0,31,30659,卖盘
14:33:05,9.89,0.0,2,1978,卖盘
14:33:11,9.89,0.0,172,170278,中性盘
14:33:26,9.89,0.0,3,2967,买盘
14:34:11,9.88,-0.01,1,988,卖盘
14:34:14,9.89,0.01,10,9890,买盘
14:34:29,9.89,0.0,11,10879,买盘
14:34:38,9.88,-0.01,9,8892,卖盘
14:34:59,9.88,0.0,301,297388,卖盘
14:35:02,9.89,0.01,104,102755,买盘
14:35:05,9.89,0.0,19,18787,买盘
14:35:11,9.88,-0.01,3,2964,卖盘
14:35:14,9.88,0.0,38,37544,卖盘
14:35:26,9.88,0.0,42,41496,卖盘
14:35:29,9.88,0.0,3,2964,买盘
14:35:32,9.88,0.0,3,2964,买盘
14:35:41,9.88,0.0,46,45448,买盘
14:35:44,9.88,0.0,15,14820,买盘
14:35:47,9.88,0.0,12,11856,买盘
14:35:50,9.87,-0.01,1,987,卖盘
14:36:05,9.88,0.01,2,1976,买盘
14:36:08,9.88,0.0,241,238108,买盘
14:36:11,9.88,0.0,7,6916,卖盘
14:36:14,9.88,0.0,1,988,卖盘
14:36:20,9.87,-0.01,100,98767,卖盘
14:36:23,9.87,0.0,1,987,卖盘
14:36:59,9.88,0.01,6,5928,卖盘
14:37:02,9.87,-0.01,8,7897,卖盘
14:37:11,9.88,0.01,1,988,卖盘
14:37:23,9.88,0.0,10,9880,卖盘
14:37:26,9.88,0.0,9,8892,卖盘
14:37:35,9.88,0.0,50,49400,卖盘
14:37:38,9.87,-0.01,5,4936,卖盘
14:37:41,9.88,0.01,1,988,卖盘
14:37:44,9.89,0.01,64,63296,买盘
14:37:47,9.89,0.0,12,11868,买盘
14:37:50,9.89,0.0,2,1978,买盘
14:37:53,9.89,0.0,1,989,买盘
14:38:02,9.88,-0.01,43,42484,卖盘
14:38:05,9.88,0.0,5,4940,卖盘
14:38:11,9.89,0.01,4,3956,买盘
14:38:14,9.89,0.0,6,5932,买盘
14:38:17,9.89,0.0,7,6923,买盘
14:38:23,9.89,0.0,12,11868,买盘
14:38:26,9.89,0.0,48,47469,买盘
14:38:29,9.89,0.0,5,4945,买盘
14:38:32,9.89,0.0,48,47472,买盘
14:38:35,9.89,0.0,2,1978,买盘
14:38:38,9.89,0.0,5,4944,买盘
14:38:44,9.89,0.0,1,989,买盘
14:38:47,9.89,0.0,40,39560,买盘
14:38:50,9.89,0.0,3,2967,买盘
14:38:53,9.89,0.0,2,1977,买盘
14:38:56,9.89,0.0,2,1978,买盘
14:39:02,9.89,0.0,23,22747,买盘
14:39:17,9.88,-0.01,1,988,卖盘
14:39:29,9.88,0.0,10,9880,卖盘
14:39:35,9.88,0.0,33,32604,卖盘
14:39:41,9.88,0.0,1,988,卖盘
14:39:50,9.89,0.01,2,1978,买盘
14:39:59,9.89,0.0,11,10879,买盘
14:40:11,9.88,-0.01,32,31617,卖盘
14:40:14,9.89,0.01,2,1977,买盘
14:40:23,9.89,0.0,1,989,买盘
14:40:29,9.89,0.0,1,989,买盘
14:40:35,9.89,0.0,56,55384,买盘
14:40:38,9.89,0.0,4,3956,买盘
14:40:41,9.89,0.0,67,66263,买盘
14:40:44,9.89,0.0,3,2965,买盘
14:40:47,9.89,0.0,65,64285,买盘
14:40:50,9.89,0.0,42,41538,卖盘
14:40:59,9.88,-0.01,6,5928,卖盘
14:41:08,9.89,0.01,40,39550,买盘
14:41:11,9.88,-0.01,27,26690,卖盘
14:41:14,9.89,0.01,106,104828,买盘
14:41:29,9.9,0.01,27,26730,买盘
14:41:32,9.89,-0.01,40,39599,卖盘
14:41:41,9.9,0.01,42,41580,买盘
14:41:50,9.9,0.0,1,990,买盘
14:41:53,9.9,0.0,2,1980,买盘
14:42:02,9.9,0.0,5,4950,买盘
14:42:14,9.89,-0.01,10,9890,卖盘
14:42:17,9.9,0.01,7,6930,买盘
14:42:23,9.89,-0.01,31,30669,卖盘
14:42:26,9.9,0.01,313,309870,买盘
14:42:29,9.89,-0.01,20,19798,卖盘
14:42:32,9.9,0.01,80,79200,中性盘
14:42:35,9.9,0.0,24,23760,卖盘
14:42:38,9.9,0.0,14,13860,卖盘
14:42:41,9.9,0.0,12,11880,买盘
14:42:47,9.9,0.0,26,25740,卖盘
14:42:50,9.9,0.0,1,990,买盘
14:42:53,9.9,0.0,5,4950,买盘
14:42:59,9.9,0.0,44,43534,买盘
14:43:02,9.9,0.0,9,8910,卖盘
14:43:14,9.9,0.0,4,3960,卖盘
14:43:20,9.9,0.0,2,1980,卖盘
14:43:23,9.9,0.0,15,14851,卖盘
14:43:35,9.91,0.01,5,4955,买盘
14:43:41,9.91,0.0,7,6937,买盘
14:43:47,9.9,-0.01,2,1980,卖盘
14:43:53,9.9,0.0,36,35640,卖盘
14:43:56,9.9,0.0,275,272250,卖盘
14:43:59,9.89,-0.01,2,1978,卖盘
14:44:02,9.9,0.01,1,990,买盘
14:44:11,9.9,0.0,16,15840,买盘
14:44:20,9.9,0.0,10,9900,买盘
14:44:23,9.9,0.0,20,19800,买盘
14:44:50,9.9,0.0,3,2970,买盘
14:44:53,9.9,0.0,1,990,买盘
14:44:59,9.9,0.0,20,19800,买盘
14:45:02,9.89,-0.01,7,6923,卖盘
14:45:05,9.9,0.01,28,27720,买盘
14:45:11,9.9,0.0,31,30690,买盘
14:45:14,9.89,-0.01,1,989,卖盘
14:45:17,9.89,0.0,3,2967,卖盘
14:45:23,9.9,0.01,99,97979,买盘
14:45:29,9.89,-0.01,1,989,卖盘
14:45:32,9.9,0.01,1,990,买盘
14:46:02,9.89,-0.01,5,4945,卖盘
14:46:05,9.89,0.0,3,2967,卖盘
14:46:11,9.9,0.01,13,12870,买盘
14:46:14,9.9,0.0,13,12870,买盘
14:46:17,9.9,0.0,1,990,买盘
14:46:20,9.9,0.0,9,8910,买盘
14:46:23,9.9,0.0,1,990,买盘
14:46:26,9.9,0.0,14,13860,买盘
14:46:32,9.9,0.0,87,86130,买盘
14:46:35,9.9,0.0,1,990,买盘
14:46:38,9.89,-0.01,17,16820,卖盘
14:46:41,9.89,0.0,25,24725,卖盘
14:46:50,9.89,0.0,1,989,卖盘
14:46:53,9.89,0.0,43,42530,卖盘
14:47:02,9.9,0.01,3,2970,买盘
14:47:05,9.9,0.0,1,990,买盘
14:47:08,9.9,0.0,2,1980,买盘
14:47:17,9.9,0.0,2,1980,买盘
14:47:29,9.89,-0.01,97,95979,卖盘
14:47:35,9.89,0.0,303,299667,卖盘
14:47:38,9.89,0.0,3,2967,卖盘
14:47:50,9.89,0.0,1,989,卖盘
14:48:02,9.9,0.01,1,990,买盘
14:48:17,9.9,0.0,5,4950,买盘
14:48:20,9.89,-0.01,3,2967,卖盘
14:48:38,9.89,0.0,14,13846,卖盘
14:48:41,9.89,0.0,20,19780,卖盘
14:48:53,9.9,0.01,1,990,买盘
14:49:05,9.89,-0.01,2,1978,卖盘
14:49:14,9.9,0.01,29,28710,买盘
14:49:29,9.9,0.0,3,2970,买盘
14:49:38,9.9,0.0,20,19800,买盘
14:49:47,9.91,0.01,294,291084,买盘
14:49:50,9.9,-0.01,1,990,卖盘
14:49:53,9.91,0.01,1,991,买盘
14:50:02,9.9,-0.01,27,26730,卖盘
14:50:05,9.91,0.01,229,226711,买盘
14:50:08,9.9,-0.01,21,20790,买盘
14:50:11,9.9,0.0,4,3960,卖盘
14:50:14,9.89,-0.01,7,6928,卖盘
14:50:17,9.89,0.0,6,5935,卖盘
14:50:23,9.9,0.01,1,990,买盘
14:50:32,9.9,0.0,1,990,买盘
14:50:35,9.9,0.0,74,73260,买盘
14:50:44,9.9,0.0,20,19800,卖盘
14:50:47,9.91,0.01,72,71352,买盘
14:50:53,9.9,-0.01,28,27720,卖盘
14:51:05,9.91,0.01,13,12883,买盘
14:51:17,9.91,0.0,1,991,买盘
14:51:29,9.91,0.0,549,544059,买盘
14:51:32,9.91,0.0,2,1982,卖盘
14:51:35,9.91,0.0,75,74325,卖盘
14:51:41,9.91,0.0,7,6937,卖盘
14:51:44,9.92,0.01,10,9920,买盘
14:51:47,9.92,0.0,10,9920,买盘
14:51:50,9.92,0.0,2,1984,买盘
14:51:56,9.92,0.0,101,100191,买盘
14:52:02,9.9,-0.02,10,9910,卖盘
14:52:05,9.91,0.01,3,2975,卖盘
14:52:08,9.91,0.0,10,9910,卖盘
14:52:11,9.91,0.0,10,9910,买盘
14:52:20,9.91,0.0,16,15856,卖盘
14:52:29,9.91,0.0,12,11892,买盘
14:52:32,9.9,-0.01,1,990,卖盘
14:52:35,9.91,0.01,1,991,买盘
14:52:38,9.91,0.0,4,3964,买盘
14:52:41,9.9,-0.01,4,3960,卖盘
14:52:47,9.91,0.01,9,8919,买盘
14:52:50,9.91,0.0,2,1982,卖盘
14:52:56,9.91,0.0,1,991,买盘
14:52:59,9.91,0.0,84,83244,买盘
14:53:02,9.91,0.0,8,7931,卖盘
14:53:11,9.92,0.01,1,992,买盘
14:53:20,9.91,-0.01,13,12884,卖盘
14:53:23,9.91,0.0,3,2973,卖盘
14:53:26,9.91,0.0,10,9910,卖盘
14:53:29,9.91,0.0,1,991,卖盘
14:53:35,9.92,0.01,16,15871,买盘
14:53:41,9.92,0.0,13,12896,买盘
14:53:47,9.92,0.0,2,1984,买盘
14:53:50,9.92,0.0,22,21824,买盘
14:54:02,9.92,0.0,20,19840,买盘
14:54:05,9.91,-0.01,228,225939,卖盘
14:54:08,9.92,0.01,57,56520,买盘
14:54:14,9.92,0.0,8,7936,买盘
14:54:20,9.92,0.0,5,4960,买盘
14:54:26,9.91,-0.01,1,991,中性盘
14:54:35,9.91,0.0,2,1983,中性盘
14:54:38,9.91,0.0,2,1982,买盘
14:54:41,9.9,-0.01,9,8917,卖盘
14:54:44,9.91,0.01,1,991,中性盘
14:54:47,9.92,0.01,30,29758,买盘
14:54:56,9.91,-0.01,6,5946,卖盘
14:55:02,9.92,0.01,10,9920,买盘
14:55:05,9.91,-0.01,9,8919,卖盘
14:55:08,9.92,0.01,184,182397,买盘
14:55:11,9.91,-0.01,10,9910,卖盘
14:55:14,9.91,0.0,6,5946,卖盘
14:55:20,9.91,0.0,10,9910,卖盘
14:55:23,9.91,0.0,18,17838,卖盘
14:55:26,9.91,0.0,6,5946,卖盘
14:55:38,9.91,0.0,120,118920,卖盘
14:55:41,9.92,0.01,194,192405,买盘
14:55:44,9.92,0.0,5,4960,卖盘
14:55:47,9.92,0.0,103,102205,卖盘
14:55:56,9.91,-0.01,1,991,卖盘
14:55:59,9.92,0.01,16,15863,买盘
14:56:02,9.92,0.0,4,3968,买盘
14:56:05,9.92,0.0,10,9920,买盘
14:56:08,9.92,0.0,1,992,买盘
14:56:14,9.91,-0.01,8,7933,卖盘
14:56:17,9.92,0.01,1,992,买盘
14:56:23,9.92,0.0,4,3968,买盘
14:56:29,9.92,0.0,50,49600,买盘
14:56:32,9.91,-0.01,2,1982,卖盘
14:56:35,9.92,0.01,5,4960,买盘
14:56:38,9.92,0.0,40,39680,买盘
14:56:41,9.92,0.0,28,27776,买盘
14:56:44,9.92,0.0,126,124944,买盘
14:56:47,9.92,0.0,128,126869,卖盘
14:56:50,9.91,-0.01,160,158560,卖盘
14:56:53,9.91,0.0,10,9910,买盘
14:56:59,9.91,0.0,7,6937,买盘
15:00:02,9.91,0.0,659,653069,买盘
